Calendar Day,Group,Division,Business Unit,Gross Order $
09/08/2019,Hubbell Lighting,C & I,Prescolite,573681.23
09/08/2019,Hubbell Lighting,C & I,Security Lighting,182303.2
09/08/2019,Hubbell Lighting,Residential,Progress Lighting,5007323.44
09/08/2019,Integrated Solutions,Integrated Solutions,iDevices,112621.9
09/08/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1136677.6
09/08/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,456953.41
09/08/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,712131.24
09/08/2019,Power Systems,Civil & Construction,Civil & Construction,3154405.51
09/08/2019,Power Systems,Connectors,Connectors,2734434.56
09/08/2019,Power Systems,Enclosures,Enclosures,3834828.23
09/08/2019,Power Systems,HPS China,HPS China,57770.02
09/08/2019,Power Systems,Switching Fusing,Switching & Fusing,2710522.01
09/08/2019,Power Systems,Tools and Equipment,Tools and Equipment,958336.11
09/08/2019,Power Systems,Total Bushings,Bushings,748830.22
09/08/2019,Power Systems,Utility Automation,Utility Automation,1070065.9
09/15/2019,Commercial & Industrial,ACME,ACME,776781.43
09/15/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,518707.15
09/15/2019,Commercial & Industrial,Hipotronics,Hipotronics,58535.65
09/15/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1187218.98
09/15/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5279800.57
09/15/2019,Commercial & Industrial,WBP,Bryant Electric,292778.5
09/15/2019,Commercial & Industrial,WBP,Premise Wiring,1871762.84
09/15/2019,Commercial & Industrial,WBP,WDK,9103570.5
09/15/2019,Commercial & Industrial,Wiegmann,Wiegmann,982640.4
09/15/2019,Construction & Energy,Burndy - US,Burndy - US,5339425.05
09/15/2019,Construction & Energy,CMC,CMC,1162857.76
09/15/2019,Construction & Energy,Continental Industries,Continental Industries,1262682.63
09/15/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,161615.6
09/15/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,684804.34
09/15/2019,Construction & Energy,Hawke - UK,Hawke - UK,331252.05
09/15/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2867337.04
09/15/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,2640000.81
09/15/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,536889.21
09/15/2019,Construction & Energy,Killark,Killark,2493821.71
09/15/2019,Hubbell Lighting,C & I,AAL,310515.89
09/15/2019,Hubbell Lighting,C & I,Alera,49593.07
09/15/2019,Hubbell Lighting,C & I,Beacon,1462678.17
09/15/2019,Hubbell Lighting,C & I,Columbia,4628794.03
09/15/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,989858.63
09/15/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,390044.67
09/15/2019,Hubbell Lighting,C & I,Industrial Lighting,391249.08
09/15/2019,Hubbell Lighting,C & I,Kim,693810.94
09/15/2019,Hubbell Lighting,C & I,Kurt Versen,3056.98
09/15/2019,Hubbell Lighting,C & I,Life Safety,1522260.83
09/15/2019,Hubbell Lighting,C & I,Litecontrol,735771.89
09/15/2019,Hubbell Lighting,C & I,Outdoor,1465923.7
09/15/2019,Hubbell Lighting,C & I,Prescolite,793830.31
09/15/2019,Hubbell Lighting,C & I,Security Lighting,243677.87
09/15/2019,Hubbell Lighting,Residential,Progress Lighting,4927948.69
09/15/2019,Integrated Solutions,Integrated Solutions,iDevices,151944.24
09/15/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1110450.83
09/15/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,673358.85
09/15/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,874922.94
09/15/2019,Power Systems,Civil & Construction,Civil & Construction,5011945.79
09/15/2019,Power Systems,Connectors,Connectors,4173463.82
09/15/2019,Power Systems,Enclosures,Enclosures,4817112.54
09/15/2019,Power Systems,HPS China,HPS China,253582.79
09/15/2019,Power Systems,Switching Fusing,Switching & Fusing,3776748.34
09/15/2019,Power Systems,Tools and Equipment,Tools and Equipment,1326518.74
09/15/2019,Power Systems,Total Bushings,Bushings,917476.83
09/15/2019,Power Systems,Utility Automation,Utility Automation,1521711.84
09/22/2019,Commercial & Industrial,ACME,ACME,883790.72
09/22/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,846298.81
09/22/2019,Commercial & Industrial,Hipotronics,Hipotronics,126782.86
09/22/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1260260.1
09/22/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5054336.92
09/22/2019,Commercial & Industrial,WBP,Bryant Electric,425077.57
09/22/2019,Commercial & Industrial,WBP,Premise Wiring,1449765.02
09/22/2019,Commercial & Industrial,WBP,WDK,8274655.55
09/22/2019,Commercial & Industrial,Wiegmann,Wiegmann,745765
09/22/2019,Construction & Energy,Burndy - US,Burndy - US,6041116.08
09/22/2019,Construction & Energy,CMC,CMC,1921242.27
09/22/2019,Construction & Energy,Continental Industries,Continental Industries,1209763.4
09/22/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,136786.79
09/22/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,618899.8
09/22/2019,Construction & Energy,Hawke - UK,Hawke - UK,95725.64
09/22/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2866602.98
09/22/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,475527.21
09/22/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,294088.8
09/22/2019,Construction & Energy,Killark,Killark,2241592.72
09/22/2019,Hubbell Lighting,C & I,AAL,718692.79
09/22/2019,Hubbell Lighting,C & I,Alera,34550.96
09/22/2019,Hubbell Lighting,C & I,Beacon,951694.5
09/22/2019,Hubbell Lighting,C & I,Columbia,4899845.51
09/22/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,958543.96
09/22/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,1636034.66
09/22/2019,Hubbell Lighting,C & I,Industrial Lighting,399255.44
09/22/2019,Hubbell Lighting,C & I,Kim,829554.71
09/22/2019,Hubbell Lighting,C & I,Kurt Versen,13655.8
09/22/2019,Hubbell Lighting,C & I,Life Safety,1507252.43
09/22/2019,Hubbell Lighting,C & I,Litecontrol,672141.75
09/22/2019,Hubbell Lighting,C & I,Outdoor,1440928.87
09/22/2019,Hubbell Lighting,C & I,Prescolite,930176.38
09/22/2019,Hubbell Lighting,C & I,Security Lighting,212036.37
09/22/2019,Hubbell Lighting,Residential,Progress Lighting,7307619.78
09/22/2019,Integrated Solutions,Integrated Solutions,iDevices,192311.86
09/22/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,2604338.38
09/22/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,616055.7
09/22/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,2133317.63
09/22/2019,Power Systems,Civil & Construction,Civil & Construction,3973027.52
09/22/2019,Power Systems,Connectors,Connectors,5839431.88
09/22/2019,Power Systems,Enclosures,Enclosures,3774347.74
09/22/2019,Power Systems,HPS China,HPS China,886915.39
09/22/2019,Power Systems,Switching Fusing,Switching & Fusing,3976065.4
09/22/2019,Power Systems,Tools and Equipment,Tools and Equipment,1274956.05
09/22/2019,Power Systems,Total Bushings,Bushings,1400115.61
09/22/2019,Power Systems,Utility Automation,Utility Automation,884896.35
09/29/2019,Commercial & Industrial,ACME,ACME,941238.18
09/29/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,511522.03
09/29/2019,Commercial & Industrial,Hipotronics,Hipotronics,385078.44
09/29/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1021864.17
09/29/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,7154919.29
09/29/2019,Commercial & Industrial,WBP,Bryant Electric,453319.66
09/29/2019,Commercial & Industrial,WBP,Premise Wiring,1308946.61
09/29/2019,Commercial & Industrial,WBP,WDK,9934865.94
09/29/2019,Commercial & Industrial,Wiegmann,Wiegmann,888351.84
09/29/2019,Construction & Energy,Burndy - US,Burndy - US,6274168.78
09/29/2019,Construction & Energy,CMC,CMC,2058764.65
09/29/2019,Construction & Energy,Continental Industries,Continental Industries,2287975.57
09/29/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,285842.11
09/29/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,769721.6
09/29/2019,Construction & Energy,Hawke - UK,Hawke - UK,593449.89
09/29/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2540644.93
09/29/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,898120.38
09/29/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,833335.54
09/29/2019,Construction & Energy,Killark,Killark,1907894.88
09/29/2019,Hubbell Lighting,C & I,AAL,106537.25
09/29/2019,Hubbell Lighting,C & I,Alera,63894.44
09/29/2019,Hubbell Lighting,C & I,Beacon,1400675.79
09/29/2019,Hubbell Lighting,C & I,Columbia,3873324.71
09/29/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,867813.64
09/29/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,307881.16
09/29/2019,Hubbell Lighting,C & I,Industrial Lighting,408771.24
09/29/2019,Hubbell Lighting,C & I,Kim,1060781.95
09/29/2019,Hubbell Lighting,C & I,Kurt Versen,21363.47
09/29/2019,Hubbell Lighting,C & I,Life Safety,1203877.82
09/29/2019,Hubbell Lighting,C & I,Litecontrol,642698.8
09/29/2019,Hubbell Lighting,C & I,Outdoor,1318880.59
09/29/2019,Hubbell Lighting,C & I,Prescolite,881789.67
09/29/2019,Hubbell Lighting,C & I,Security Lighting,163150.1
09/29/2019,Hubbell Lighting,Residential,Progress Lighting,6250205.01
09/29/2019,Integrated Solutions,Integrated Solutions,iDevices,182253.61
09/29/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1346399.03
09/29/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,612356.14
09/29/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1787705.77
09/29/2019,Power Systems,Civil & Construction,Civil & Construction,4295236.55
09/29/2019,Power Systems,Connectors,Connectors,3465532.43
09/29/2019,Power Systems,Enclosures,Enclosures,4124826.79
09/29/2019,Power Systems,HPS China,HPS China,785897.03
09/29/2019,Power Systems,Switching Fusing,Switching & Fusing,3461895.73
09/29/2019,Power Systems,Tools and Equipment,Tools and Equipment,1141202.3
09/29/2019,Power Systems,Total Bushings,Bushings,867148.89
09/29/2019,Power Systems,Utility Automation,Utility Automation,771426.66
10/06/2019,Commercial & Industrial,ACME,ACME,698012.2
10/06/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,516669.52
10/06/2019,Commercial & Industrial,Hipotronics,Hipotronics,1054795.46
10/06/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1247191.97
10/06/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4908532.21
10/06/2019,Commercial & Industrial,WBP,Bryant Electric,564025.11
10/06/2019,Commercial & Industrial,WBP,Premise Wiring,1180294
10/06/2019,Commercial & Industrial,WBP,WDK,8795189.46
10/06/2019,Commercial & Industrial,Wiegmann,Wiegmann,896016.2
10/06/2019,Construction & Energy,Burndy - US,Burndy - US,5915451.45
10/06/2019,Construction & Energy,CMC,CMC,1330751.54
10/06/2019,Construction & Energy,Continental Industries,Continental Industries,3676837.07
10/06/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,261854.97
10/06/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,965798.5
10/06/2019,Construction & Energy,Hawke - UK,Hawke - UK,175334.74
10/06/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,3149023.65
10/06/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,796805.23
10/06/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,712942.8
10/06/2019,Construction & Energy,Killark,Killark,1651169.62
10/06/2019,Hubbell Lighting,C & I,AAL,372089.99
10/06/2019,Hubbell Lighting,C & I,Alera,43685.23
10/06/2019,Hubbell Lighting,C & I,Beacon,1120897.77
10/06/2019,Hubbell Lighting,C & I,Columbia,5492443.12
10/06/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,1187604.76
10/06/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,328467.96
10/06/2019,Hubbell Lighting,C & I,Industrial Lighting,430008.3
10/06/2019,Hubbell Lighting,C & I,Kim,1235255.76
10/06/2019,Hubbell Lighting,C & I,Kurt Versen,49842.52
10/06/2019,Hubbell Lighting,C & I,Life Safety,1520159.43
10/06/2019,Hubbell Lighting,C & I,Litecontrol,750631.37
10/06/2019,Hubbell Lighting,C & I,Outdoor,1595067.49
10/06/2019,Hubbell Lighting,C & I,Prescolite,1111868.69
10/06/2019,Hubbell Lighting,C & I,Security Lighting,170935.3
10/06/2019,Hubbell Lighting,Residential,Progress Lighting,5271633.73
10/06/2019,Integrated Solutions,Integrated Solutions,iDevices,111969.28
10/06/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1388501.4
10/06/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,598320.24
10/06/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1243040.48
10/06/2019,Power Systems,Civil & Construction,Civil & Construction,4232147.11
10/06/2019,Power Systems,Connectors,Connectors,3841502.54
10/06/2019,Power Systems,Enclosures,Enclosures,3551029.48
10/06/2019,Power Systems,HPS China,HPS China,3668.18
10/06/2019,Power Systems,Switching Fusing,Switching & Fusing,3036008.71
10/06/2019,Power Systems,Tools and Equipment,Tools and Equipment,1107124.15
10/06/2019,Power Systems,Total Bushings,Bushings,1258910.24
10/06/2019,Power Systems,Utility Automation,Utility Automation,684388.44
10/13/2019,Commercial & Industrial,ACME,ACME,857173.49
10/13/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,583528.16
10/13/2019,Commercial & Industrial,Hipotronics,Hipotronics,258544.32
10/13/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,995405.8
10/13/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5271974.98
10/13/2019,Commercial & Industrial,WBP,Bryant Electric,475813.93
10/13/2019,Commercial & Industrial,WBP,Premise Wiring,1475964.67
10/13/2019,Commercial & Industrial,WBP,WDK,8191215.67
10/13/2019,Commercial & Industrial,Wiegmann,Wiegmann,875380.61
10/13/2019,Construction & Energy,Burndy - US,Burndy - US,6763296.37
10/13/2019,Construction & Energy,CMC,CMC,1999227.92
10/13/2019,Construction & Energy,Continental Industries,Continental Industries,1681221.79
10/13/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,327800.93
10/13/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,821574.59
10/13/2019,Construction & Energy,Hawke - UK,Hawke - UK,909868.09
10/13/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2633772.94
10/13/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,623703.22
10/13/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,1406791.47
10/13/2019,Construction & Energy,Killark,Killark,1877163.19
10/13/2019,Hubbell Lighting,C & I,AAL,520719.71
10/13/2019,Hubbell Lighting,C & I,Alera,54805.06
10/13/2019,Hubbell Lighting,C & I,Beacon,1024980.9
10/13/2019,Hubbell Lighting,C & I,Columbia,4144377.23
10/13/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,973933.5
10/13/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,428851.4
10/13/2019,Hubbell Lighting,C & I,Industrial Lighting,343871.82
10/13/2019,Hubbell Lighting,C & I,Kim,749183.44
10/13/2019,Hubbell Lighting,C & I,Kurt Versen,24978.76
10/13/2019,Hubbell Lighting,C & I,Life Safety,1437475.04
10/13/2019,Hubbell Lighting,C & I,Litecontrol,689376.4
10/13/2019,Hubbell Lighting,C & I,Outdoor,1267584.02
10/13/2019,Hubbell Lighting,C & I,Prescolite,979454.99
10/13/2019,Hubbell Lighting,C & I,Security Lighting,139223.68
10/13/2019,Hubbell Lighting,Residential,Progress Lighting,5866141.16
10/13/2019,Integrated Solutions,Integrated Solutions,iDevices,155191.85
10/13/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1139066.83
10/13/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,807805.62
10/13/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,882148.4
10/13/2019,Power Systems,Civil & Construction,Civil & Construction,4727372.17
10/13/2019,Power Systems,Connectors,Connectors,3475600.14
10/13/2019,Power Systems,Enclosures,Enclosures,4211081.08
10/13/2019,Power Systems,HPS China,HPS China,283689.99
10/13/2019,Power Systems,Switching Fusing,Switching & Fusing,3061147.85
10/13/2019,Power Systems,Tools and Equipment,Tools and Equipment,1386583.4
10/13/2019,Power Systems,Total Bushings,Bushings,1376883.1
10/13/2019,Power Systems,Utility Automation,Utility Automation,907647.11
10/20/2019,Commercial & Industrial,ACME,ACME,912580.17
10/20/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,673440.91
10/20/2019,Commercial & Industrial,Hipotronics,Hipotronics,159732.23
10/20/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1169620.09
10/20/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4810117.1
10/20/2019,Commercial & Industrial,WBP,Bryant Electric,421113.39
10/20/2019,Commercial & Industrial,WBP,Premise Wiring,1173241.17
10/20/2019,Commercial & Industrial,WBP,WDK,8164185.51
10/20/2019,Commercial & Industrial,Wiegmann,Wiegmann,799904.75
10/20/2019,Construction & Energy,Burndy - US,Burndy - US,5102439.95
10/20/2019,Construction & Energy,CMC,CMC,1153354.19
10/20/2019,Construction & Energy,Continental Industries,Continental Industries,1173129.17
10/20/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,211152.25
10/20/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,902774.84
10/20/2019,Construction & Energy,Hawke - UK,Hawke - UK,1147206.5
10/20/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,1962128.42
10/20/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,672252.68
10/20/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,1504072.07
10/20/2019,Construction & Energy,Killark,Killark,2192934.95
10/20/2019,Hubbell Lighting,C & I,AAL,299840.82
10/20/2019,Hubbell Lighting,C & I,Alera,5826.11
10/20/2019,Hubbell Lighting,C & I,Beacon,709242.62
10/20/2019,Hubbell Lighting,C & I,Columbia,4055270.01
10/20/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,1025806.4
10/20/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,268325.04
10/20/2019,Hubbell Lighting,C & I,Industrial Lighting,289970.32
10/20/2019,Hubbell Lighting,C & I,Kim,856536.49
10/20/2019,Hubbell Lighting,C & I,Kurt Versen,17729.15
10/20/2019,Hubbell Lighting,C & I,Life Safety,1371213.63
10/20/2019,Hubbell Lighting,C & I,Litecontrol,1129747.99
10/20/2019,Hubbell Lighting,C & I,Outdoor,1134013.87
10/20/2019,Hubbell Lighting,C & I,Prescolite,1020157.5
10/20/2019,Hubbell Lighting,C & I,Security Lighting,174481.43
10/20/2019,Hubbell Lighting,Residential,Progress Lighting,5728881.24
10/20/2019,Integrated Solutions,Integrated Solutions,iDevices,60038.97
10/20/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1496598.51
10/20/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,738488.53
10/20/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,2029308.27
10/20/2019,Power Systems,Civil & Construction,Civil & Construction,5081460.8
10/20/2019,Power Systems,Connectors,Connectors,3837593.41
10/20/2019,Power Systems,Enclosures,Enclosures,3608178.16
10/20/2019,Power Systems,HPS China,HPS China,126758.89
10/20/2019,Power Systems,Switching Fusing,Switching & Fusing,2804720.75
10/20/2019,Power Systems,Tools and Equipment,Tools and Equipment,1136729.62
10/20/2019,Power Systems,Total Bushings,Bushings,1161696.53
10/20/2019,Power Systems,Utility Automation,Utility Automation,731787.43
10/27/2019,Commercial & Industrial,ACME,ACME,679697.3
10/27/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,663638.63
10/27/2019,Commercial & Industrial,Hipotronics,Hipotronics,340611.96
10/27/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,775062.8
10/27/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4807072.85
10/27/2019,Commercial & Industrial,WBP,Bryant Electric,390970.86
10/27/2019,Commercial & Industrial,WBP,Premise Wiring,1541056.05
10/27/2019,Commercial & Industrial,WBP,WDK,8414172.22
10/27/2019,Commercial & Industrial,Wiegmann,Wiegmann,826260.16
10/27/2019,Construction & Energy,Burndy - US,Burndy - US,5986245.71
10/27/2019,Construction & Energy,CMC,CMC,957335.73
10/27/2019,Construction & Energy,Continental Industries,Continental Industries,1831834.18
10/27/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,316586.55
10/27/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,765287.25
10/27/2019,Construction & Energy,Hawke - UK,Hawke - UK,135661.14
10/27/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2647552.06
10/27/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,915798.5
10/27/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,359062.15
10/27/2019,Construction & Energy,Killark,Killark,1735843.27
10/27/2019,Hubbell Lighting,C & I,AAL,280125.46
10/27/2019,Hubbell Lighting,C & I,Alera,57980.55
10/27/2019,Hubbell Lighting,C & I,Beacon,1244718.77
10/27/2019,Hubbell Lighting,C & I,Columbia,3691127.74
10/27/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,896747.66
10/27/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,128887.66
10/27/2019,Hubbell Lighting,C & I,Industrial Lighting,278187.99
10/27/2019,Hubbell Lighting,C & I,Kim,721649.74
10/27/2019,Hubbell Lighting,C & I,Kurt Versen,51817.66
10/27/2019,Hubbell Lighting,C & I,Life Safety,1286944.23
10/27/2019,Hubbell Lighting,C & I,Litecontrol,955012
10/27/2019,Hubbell Lighting,C & I,Outdoor,1548435.44
10/27/2019,Hubbell Lighting,C & I,Prescolite,867592.83
10/27/2019,Hubbell Lighting,C & I,Security Lighting,150793.52
10/27/2019,Hubbell Lighting,Residential,Progress Lighting,5617692.73
10/27/2019,Integrated Solutions,Integrated Solutions,iDevices,275301.26
10/27/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,2042927.85
10/27/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,762223.01
10/27/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,901339.97
10/27/2019,Power Systems,Civil & Construction,Civil & Construction,5724898.97
10/27/2019,Power Systems,Connectors,Connectors,4692380.87
10/27/2019,Power Systems,Enclosures,Enclosures,7892119.95
10/27/2019,Power Systems,HPS China,HPS China,119455.42
10/27/2019,Power Systems,Switching Fusing,Switching & Fusing,2461032.1
10/27/2019,Power Systems,Tools and Equipment,Tools and Equipment,1561064.64
10/27/2019,Power Systems,Total Bushings,Bushings,936527.26
10/27/2019,Power Systems,Utility Automation,Utility Automation,860396.23
11/03/2019,Commercial & Industrial,ACME,ACME,943743.13
11/03/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,531626.21
11/03/2019,Commercial & Industrial,Hipotronics,Hipotronics,389711.45
11/03/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,1326454.22
11/03/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4866582.45
11/03/2019,Commercial & Industrial,WBP,Bryant Electric,217160.18
11/03/2019,Commercial & Industrial,WBP,Premise Wiring,1273259.89
11/03/2019,Commercial & Industrial,WBP,WDK,8248765.14
11/03/2019,Commercial & Industrial,Wiegmann,Wiegmann,895205.05
11/03/2019,Construction & Energy,Burndy - US,Burndy - US,5839444.66
11/03/2019,Construction & Energy,CMC,CMC,1622085.72
11/03/2019,Construction & Energy,Continental Industries,Continental Industries,1132275.16
11/03/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,253116.04
11/03/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,1033786.27
11/03/2019,Construction & Energy,Hawke - UK,Hawke - UK,274975.07
11/03/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2996542.37
11/03/2019,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,791419.63
11/03/2019,Construction & Energy,Hubbell Scotland,Hubbell Scotland,1084553.84
11/03/2019,Construction & Energy,Killark,Killark,2086368.04
11/03/2019,Hubbell Lighting,C & I,AAL,526615.63
11/03/2019,Hubbell Lighting,C & I,Alera,24022.58
11/03/2019,Hubbell Lighting,C & I,Beacon,1471709.6
11/03/2019,Hubbell Lighting,C & I,Columbia,4367314.57
11/03/2019,Hubbell Lighting,C & I,Hubbell Control Solutions,927952.31
11/03/2019,Hubbell Lighting,C & I,Hubbell Lighting Components,298055.34
11/03/2019,Hubbell Lighting,C & I,Industrial Lighting,328791.58
11/03/2019,Hubbell Lighting,C & I,Kim,754696.46
11/03/2019,Hubbell Lighting,C & I,Kurt Versen,8976.95
11/03/2019,Hubbell Lighting,C & I,Life Safety,1491554.74
11/03/2019,Hubbell Lighting,C & I,Litecontrol,722905.17
11/03/2019,Hubbell Lighting,C & I,Outdoor,1330390.4
11/03/2019,Hubbell Lighting,C & I,Prescolite,847630.25
11/03/2019,Hubbell Lighting,C & I,Security Lighting,86964.18
11/03/2019,Hubbell Lighting,Residential,Progress Lighting,6763564.51
11/03/2019,Integrated Solutions,Integrated Solutions,iDevices,139108.7
11/03/2019,Power Systems,Aiken - Arresters,Aiken - Arresters,1836909.81
11/03/2019,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,661272.44
11/03/2019,Power Systems,Aiken - Insulator,Aiken - Insulator,1282594.79
11/03/2019,Power Systems,Civil & Construction,Civil & Construction,4255976.23
11/03/2019,Power Systems,Connectors,Connectors,4695670.93
11/03/2019,Power Systems,Enclosures,Enclosures,4121262.27
11/03/2019,Power Systems,HPS China,HPS China,180620.04
11/03/2019,Power Systems,Switching Fusing,Switching & Fusing,3610065.33
11/03/2019,Power Systems,Tools and Equipment,Tools and Equipment,1893575.88
11/03/2019,Power Systems,Total Bushings,Bushings,1524792.01
11/03/2019,Power Systems,Utility Automation,Utility Automation,883437.25
11/10/2019,Commercial & Industrial,ACME,ACME,700535.69
11/10/2019,Commercial & Industrial,Gleason Reel,Gleason Reel,678242.97
11/10/2019,Commercial & Industrial,Hipotronics,Hipotronics,161259.3
11/10/2019,Commercial & Industrial,Industrial Controls,Industrial Controls,2155120.8
11/10/2019,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5029478.97
11/10/2019,Commercial & Industrial,WBP,Bryant Electric,345834.31
11/10/2019,Commercial & Industrial,WBP,Premise Wiring,1041122.83
11/10/2019,Commercial & Industrial,WBP,WDK,8460137.16
11/10/2019,Commercial & Industrial,Wiegmann,Wiegmann,826679.42
11/10/2019,Construction & Energy,Burndy - US,Burndy - US,6496542.06
11/10/2019,Construction & Energy,CMC,CMC,1542172.95
11/10/2019,Construction & Energy,Continental Industries,Continental Industries,1636110.62
11/10/2019,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,398987.27
11/10/2019,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,950492.92
11/10/2019,Construction & Energy,Hawke - UK,Hawke - UK,713495.13
11/10/2019,Construction & Energy,Hubbell Canada,Hubbell Canada,2348159.82
