Work Day,Group,Division,Actual $
09/23/2019,Construction & Energy,GAI-Tronics - US,111108
09/23/2019,Construction & Energy,Hawke - UK,153303
09/23/2019,Construction & Energy,Hubbell Canada,292071
09/23/2019,Construction & Energy,Hubbell Products Mexico,82724
09/23/2019,Construction & Energy,Hubbell Scotland,130810
09/23/2019,Construction & Energy,Killark,225020
09/23/2019,Construction & Energy,Lyall,-24000
09/23/2019,Hubbell Lighting,C & I,2383251
09/23/2019,Hubbell Lighting,Residential,1517564
09/23/2019,Integrated Solutions,Integrated Solutions,5201
09/23/2019,Power Systems,Aiken - Arresters,169137
09/23/2019,Power Systems,Aiken - Cable Acc,93550
09/23/2019,Power Systems,Aiken - Insulator,170879
09/23/2019,Power Systems,Civil & Construction,980736
09/23/2019,Power Systems,Connectors,874056
09/23/2019,Power Systems,EMC,239316
09/23/2019,Power Systems,Enclosures,789053
09/23/2019,Power Systems,HPS Brazil,101760
09/23/2019,Power Systems,HPS China,20768
09/23/2019,Power Systems,Switching Fusing,826644
09/23/2019,Power Systems,Tools and Equipment,197381
09/23/2019,Power Systems,Total Bushings,114870
09/23/2019,Power Systems,Utility Automation,99125
09/23/2019,Power Systems - Aclara,AMI,515469
09/23/2019,Power Systems - Aclara,Meters,46469
09/24/2019,Commercial & Industrial,ACME,254353
09/24/2019,Commercial & Industrial,Gleason Reel,100415
09/24/2019,Commercial & Industrial,Hipotronics,17489
09/24/2019,Commercial & Industrial,Industrial Controls,203317
09/24/2019,Commercial & Industrial,Raco/TayMac,1696437
09/24/2019,Commercial & Industrial,WBP,1694156
09/24/2019,Commercial & Industrial,Wiegmann,113746
09/24/2019,Construction & Energy,Austdac,247699
09/24/2019,Construction & Energy,Burndy - US,1068185
09/24/2019,Construction & Energy,CMC,184419
09/24/2019,Construction & Energy,Continental Industries,433528
09/24/2019,Construction & Energy,GAI-Tronics - UK,30784
09/24/2019,Construction & Energy,GAI-Tronics - US,82359
09/24/2019,Construction & Energy,Hawke - UK,455956
09/24/2019,Construction & Energy,Hubbell Canada,626152
09/24/2019,Construction & Energy,Hubbell Products Mexico,277418
09/24/2019,Construction & Energy,Hubbell Scotland,51718
09/24/2019,Construction & Energy,Killark,319789
09/24/2019,Construction & Energy,Lyall,270500
09/24/2019,Hubbell Lighting,C & I,2094627
09/24/2019,Hubbell Lighting,Residential,205274
09/24/2019,Integrated Solutions,Integrated Solutions,118524
09/24/2019,Power Systems,Aiken - Arresters,224507
09/24/2019,Power Systems,Aiken - Cable Acc,211195
09/24/2019,Power Systems,Aiken - Insulator,364162
09/24/2019,Power Systems,Civil & Construction,1135630
09/24/2019,Power Systems,Connectors,781327
09/24/2019,Power Systems,EMC,45587
09/24/2019,Power Systems,Enclosures,726455
09/24/2019,Power Systems,HPS Brazil,727271
09/24/2019,Power Systems,HPS China,74901
09/24/2019,Power Systems,Switching Fusing,528262
09/24/2019,Power Systems,Tools and Equipment,264539
09/24/2019,Power Systems,Total Bushings,320782
09/24/2019,Power Systems,Utility Automation,264912
09/24/2019,Power Systems - Aclara,AMI,733917
09/24/2019,Power Systems - Aclara,Meters,222238
09/25/2019,Commercial & Industrial,ACME,211030
09/25/2019,Commercial & Industrial,Gleason Reel,112426
09/25/2019,Commercial & Industrial,Hipotronics,79669
09/25/2019,Commercial & Industrial,Industrial Controls,178123
09/25/2019,Commercial & Industrial,Raco/TayMac,1287917
09/25/2019,Commercial & Industrial,WBP,2312629
09/25/2019,Commercial & Industrial,Wiegmann,206335
09/25/2019,Construction & Energy,Austdac,74221
09/25/2019,Construction & Energy,Burndy - US,1107770
09/25/2019,Construction & Energy,CMC,418316
09/25/2019,Construction & Energy,Continental Industries,152269
09/25/2019,Construction & Energy,GAI-Tronics - UK,67767
09/25/2019,Construction & Energy,GAI-Tronics - US,219821
09/25/2019,Construction & Energy,Hawke - UK,46564
09/25/2019,Construction & Energy,Hubbell Canada,144550
09/25/2019,Construction & Energy,Hubbell Products Mexico,200836
09/25/2019,Construction & Energy,Hubbell Scotland,97387
09/25/2019,Construction & Energy,Killark,357036
09/25/2019,Construction & Energy,Lyall,851500
09/25/2019,Hubbell Lighting,C & I,2508965
09/25/2019,Hubbell Lighting,Residential,1969325
09/25/2019,Integrated Solutions,Integrated Solutions,28989
09/25/2019,Power Systems,Aiken - Arresters,416344
09/25/2019,Power Systems,Aiken - Cable Acc,106583
09/25/2019,Power Systems,Aiken - Insulator,569591
09/25/2019,Power Systems,Civil & Construction,554376
09/25/2019,Power Systems,Connectors,535178
09/25/2019,Power Systems,EMC,171350
09/25/2019,Power Systems,Enclosures,809112
09/25/2019,Power Systems,HPS Brazil,312738
09/25/2019,Power Systems,HPS China,8784
09/25/2019,Power Systems,Switching Fusing,814387
09/25/2019,Power Systems,Tools and Equipment,228964
09/25/2019,Power Systems,Total Bushings,529000
09/25/2019,Power Systems,Utility Automation,124628
09/25/2019,Power Systems - Aclara,AMI,1198749
09/25/2019,Power Systems - Aclara,Meters,1832477
09/26/2019,Commercial & Industrial,ACME,147672
09/26/2019,Commercial & Industrial,Gleason Reel,140878
09/26/2019,Commercial & Industrial,Hipotronics,19961
09/26/2019,Commercial & Industrial,Industrial Controls,142365
09/26/2019,Commercial & Industrial,Raco/TayMac,1272437
09/26/2019,Commercial & Industrial,WBP,1881606
09/26/2019,Commercial & Industrial,Wiegmann,257297
09/26/2019,Construction & Energy,Austdac,80998
09/26/2019,Construction & Energy,Burndy - US,951505
09/26/2019,Construction & Energy,CMC,1067064
09/26/2019,Construction & Energy,Continental Industries,91528
09/26/2019,Construction & Energy,GAI-Tronics - UK,36442
09/26/2019,Construction & Energy,GAI-Tronics - US,194721
09/26/2019,Construction & Energy,Hawke - UK,49173
09/26/2019,Construction & Energy,Hubbell Canada,355467
09/26/2019,Construction & Energy,Hubbell Products Mexico,133644
09/26/2019,Construction & Energy,Hubbell Scotland,-751239
09/26/2019,Construction & Energy,Killark,494383
09/26/2019,Construction & Energy,Lyall,580200
09/26/2019,Hubbell Lighting,C & I,2184602
09/26/2019,Hubbell Lighting,Residential,1009794
09/26/2019,Integrated Solutions,Integrated Solutions,90872
09/26/2019,Power Systems,Aiken - Arresters,213411
09/26/2019,Power Systems,Aiken - Cable Acc,140505
09/26/2019,Power Systems,Aiken - Insulator,288299
09/26/2019,Power Systems,Civil & Construction,758200
09/26/2019,Power Systems,Connectors,720910
09/26/2019,Power Systems,EMC,69915
09/26/2019,Power Systems,Enclosures,689204
09/26/2019,Power Systems,HPS Brazil,39380
09/26/2019,Power Systems,HPS China,154059
09/26/2019,Power Systems,Switching Fusing,805420
09/26/2019,Power Systems,Tools and Equipment,188176
09/26/2019,Power Systems,Total Bushings,239645
09/26/2019,Power Systems,Utility Automation,152169
09/26/2019,Power Systems - Aclara,AMI,11198217
09/26/2019,Power Systems - Aclara,Meters,6795036
09/27/2019,Commercial & Industrial,ACME,159231
09/27/2019,Commercial & Industrial,Gleason Reel,60098
09/27/2019,Commercial & Industrial,Hipotronics,246172
09/27/2019,Commercial & Industrial,Industrial Controls,321103
09/27/2019,Commercial & Industrial,Raco/TayMac,982581
09/27/2019,Commercial & Industrial,WBP,2356088
09/27/2019,Commercial & Industrial,Wiegmann,145993
09/27/2019,Construction & Energy,Austdac,60816
09/27/2019,Construction & Energy,Burndy - US,1075608
09/27/2019,Construction & Energy,CMC,275999
09/27/2019,Construction & Energy,Continental Industries,543231
09/27/2019,Construction & Energy,GAI-Tronics - UK,132854
09/27/2019,Construction & Energy,GAI-Tronics - US,157015
09/27/2019,Construction & Energy,Hawke - UK,4046
09/27/2019,Construction & Energy,Hubbell Canada,941555
09/27/2019,Construction & Energy,Hubbell Products Mexico,195478
09/27/2019,Construction & Energy,Hubbell Scotland,1304686
09/27/2019,Construction & Energy,Killark,421593
09/27/2019,Construction & Energy,Lyall,160100
09/27/2019,Hubbell Lighting,C & I,2992025
09/27/2019,Hubbell Lighting,Residential,1155317
09/27/2019,Integrated Solutions,Integrated Solutions,12898
09/27/2019,Power Systems,Aiken - Arresters,314792
09/27/2019,Power Systems,Aiken - Cable Acc,60523
09/27/2019,Power Systems,Aiken - Insulator,302117
09/27/2019,Power Systems,Civil & Construction,865155
09/27/2019,Power Systems,Connectors,548308
09/27/2019,Power Systems,EMC,56253
09/27/2019,Power Systems,Enclosures,985802
09/27/2019,Power Systems,HPS Brazil,453968
09/27/2019,Power Systems,HPS China,527386
09/27/2019,Power Systems,Switching Fusing,487183
09/27/2019,Power Systems,Tools and Equipment,261813
09/27/2019,Power Systems,Total Bushings,507362
09/27/2019,Power Systems,Utility Automation,118649
09/27/2019,Power Systems - Aclara,AMI,2119541
09/27/2019,Power Systems - Aclara,Meters,206707
09/30/2019,Commercial & Industrial,ACME,213422
09/30/2019,Commercial & Industrial,Gleason Reel,104887
09/30/2019,Commercial & Industrial,Hipotronics,362681
09/30/2019,Commercial & Industrial,Industrial Controls,266605
09/30/2019,Commercial & Industrial,Raco/TayMac,1242459
09/30/2019,Commercial & Industrial,WBP,1531635
09/30/2019,Commercial & Industrial,Wiegmann,148632
09/30/2019,Construction & Energy,Austdac,67597
09/30/2019,Construction & Energy,Burndy - US,879044
09/30/2019,Construction & Energy,CMC,696250
09/30/2019,Construction & Energy,Continental Industries,463999
09/30/2019,Construction & Energy,GAI-Tronics - UK,66225
09/30/2019,Construction & Energy,GAI-Tronics - US,538054
09/30/2019,Construction & Energy,Hawke - UK,103100
09/30/2019,Construction & Energy,Hubbell Canada,659137
09/30/2019,Construction & Energy,Hubbell Products Mexico,327111
09/30/2019,Construction & Energy,Killark,278304
09/30/2019,Construction & Energy,Lyall,288900
09/30/2019,Hubbell Lighting,C & I,4078032
09/30/2019,Hubbell Lighting,Residential,1048517
09/30/2019,Integrated Solutions,Integrated Solutions,11418
09/30/2019,Power Systems,Aiken - Arresters,250013
09/30/2019,Power Systems,Aiken - Cable Acc,78773
09/30/2019,Power Systems,Aiken - Insulator,129330
09/30/2019,Power Systems,Civil & Construction,1073174
09/30/2019,Power Systems,Connectors,1131738
09/30/2019,Power Systems,EMC,123662
09/30/2019,Power Systems,Enclosures,777263
09/30/2019,Power Systems,HPS Brazil,15255
09/30/2019,Power Systems,HPS China,1956
09/30/2019,Power Systems,Switching Fusing,593175
09/30/2019,Power Systems,Tools and Equipment,240796
09/30/2019,Power Systems,Total Bushings,398766
09/30/2019,Power Systems,Utility Automation,115682
09/30/2019,Power Systems - Aclara,AMI,704804
09/30/2019,Power Systems - Aclara,Meters,595904
10/01/2019,Commercial & Industrial,ACME,83434
10/01/2019,Commercial & Industrial,Gleason Reel,81585
10/01/2019,Commercial & Industrial,Hipotronics,516589
10/01/2019,Commercial & Industrial,Industrial Controls,292725
10/01/2019,Commercial & Industrial,Raco/TayMac,1216032
10/01/2019,Commercial & Industrial,WBP,1228832
10/01/2019,Commercial & Industrial,Wiegmann,135396
10/01/2019,Construction & Energy,Austdac,41168
10/01/2019,Construction & Energy,Burndy - US,1318244
10/01/2019,Construction & Energy,CMC,239558
10/01/2019,Construction & Energy,Continental Industries,2274073
10/01/2019,Construction & Energy,GAI-Tronics - UK,36675
10/01/2019,Construction & Energy,GAI-Tronics - US,92309
10/01/2019,Construction & Energy,Hawke - UK,11493
10/01/2019,Construction & Energy,Hubbell Canada,485803
10/01/2019,Construction & Energy,Hubbell Products Mexico,48281
10/01/2019,Construction & Energy,Hubbell Scotland,113585
10/01/2019,Construction & Energy,Killark,466522
10/01/2019,Construction & Energy,Lyall,464400
10/01/2019,Hubbell Lighting,C & I,2317196
10/01/2019,Hubbell Lighting,Residential,959847
10/01/2019,Integrated Solutions,Integrated Solutions,87348
10/01/2019,Power Systems,Aiken - Arresters,219364
10/01/2019,Power Systems,Aiken - Cable Acc,144210
10/01/2019,Power Systems,Aiken - Insulator,458358
10/01/2019,Power Systems,Civil & Construction,548570
10/01/2019,Power Systems,Connectors,499144
10/01/2019,Power Systems,EMC,52986
10/01/2019,Power Systems,Enclosures,702835
10/01/2019,Power Systems,HPS Brazil,52812
10/01/2019,Power Systems,Switching Fusing,436737
10/01/2019,Power Systems,Tools and Equipment,160767
10/01/2019,Power Systems,Total Bushings,337824
10/01/2019,Power Systems,Utility Automation,136989
10/01/2019,Power Systems - Aclara,AMI,226322
10/01/2019,Power Systems - Aclara,Meters,161596
10/02/2019,Commercial & Industrial,ACME,126874
10/02/2019,Commercial & Industrial,Gleason Reel,136789
10/02/2019,Commercial & Industrial,Hipotronics,15585
10/02/2019,Commercial & Industrial,Industrial Controls,132132
10/02/2019,Commercial & Industrial,Raco/TayMac,727019
10/02/2019,Commercial & Industrial,WBP,1666963
10/02/2019,Commercial & Industrial,Wiegmann,197661
10/02/2019,Construction & Energy,Austdac,67078
10/02/2019,Construction & Energy,Burndy - US,945901
10/02/2019,Construction & Energy,CMC,-162861
10/02/2019,Construction & Energy,Continental Industries,287971
10/02/2019,Construction & Energy,GAI-Tronics - UK,28292
10/02/2019,Construction & Energy,GAI-Tronics - US,121900
10/02/2019,Construction & Energy,Hawke - UK,70231
10/02/2019,Construction & Energy,Hubbell Canada,707474
10/02/2019,Construction & Energy,Hubbell Products Mexico,188783
10/02/2019,Construction & Energy,Hubbell Scotland,626625
10/02/2019,Construction & Energy,Killark,240565
10/02/2019,Construction & Energy,Lyall,543800
10/02/2019,Hubbell Lighting,C & I,2327099
10/02/2019,Hubbell Lighting,Residential,1246110
10/02/2019,Integrated Solutions,Integrated Solutions,12255
10/02/2019,Power Systems,Aiken - Arresters,206963
10/02/2019,Power Systems,Aiken - Cable Acc,176784
10/02/2019,Power Systems,Aiken - Insulator,141002
10/02/2019,Power Systems,Civil & Construction,930943
10/02/2019,Power Systems,Connectors,759484
10/02/2019,Power Systems,EMC,88542
10/02/2019,Power Systems,Enclosures,942687
10/02/2019,Power Systems,HPS Brazil,270284
10/02/2019,Power Systems,Switching Fusing,674618
10/02/2019,Power Systems,Tools and Equipment,145211
10/02/2019,Power Systems,Total Bushings,119757
10/02/2019,Power Systems,Utility Automation,183849
10/02/2019,Power Systems - Aclara,AMI,77341
10/02/2019,Power Systems - Aclara,Meters,339705
10/03/2019,Commercial & Industrial,ACME,133037
10/03/2019,Commercial & Industrial,Gleason Reel,91696
10/03/2019,Commercial & Industrial,Hipotronics,138336
10/03/2019,Commercial & Industrial,Industrial Controls,184963
10/03/2019,Commercial & Industrial,Raco/TayMac,589303
10/03/2019,Commercial & Industrial,WBP,1474941
10/03/2019,Commercial & Industrial,Wiegmann,232067
10/03/2019,Construction & Energy,Austdac,50156
10/03/2019,Construction & Energy,Burndy - US,1081489
10/03/2019,Construction & Energy,CMC,392363
10/03/2019,Construction & Energy,Continental Industries,458600
10/03/2019,Construction & Energy,GAI-Tronics - UK,83447
10/03/2019,Construction & Energy,GAI-Tronics - US,88652
10/03/2019,Construction & Energy,Hawke - UK,38455
10/03/2019,Construction & Energy,Hubbell Canada,571089
10/03/2019,Construction & Energy,Hubbell Products Mexico,-150141
10/03/2019,Construction & Energy,Hubbell Scotland,-32464
10/03/2019,Construction & Energy,Killark,248997
10/03/2019,Construction & Energy,Lyall,487700
10/03/2019,Hubbell Lighting,C & I,2635082
10/03/2019,Hubbell Lighting,Residential,572377
10/03/2019,Integrated Solutions,Integrated Solutions,73847
10/03/2019,Power Systems,Aiken - Arresters,329307
10/03/2019,Power Systems,Aiken - Cable Acc,47746
10/03/2019,Power Systems,Aiken - Insulator,220476
10/03/2019,Power Systems,Civil & Construction,833149
10/03/2019,Power Systems,Connectors,723120
10/03/2019,Power Systems,EMC,130169
10/03/2019,Power Systems,Enclosures,451170
10/03/2019,Power Systems,HPS Brazil,100048
10/03/2019,Power Systems,Switching Fusing,684588
10/03/2019,Power Systems,Tools and Equipment,320626
10/03/2019,Power Systems,Total Bushings,288315
10/03/2019,Power Systems,Utility Automation,173801
10/03/2019,Power Systems - Aclara,AMI,260186
10/03/2019,Power Systems - Aclara,Meters,69207
10/04/2019,Commercial & Industrial,ACME,117847
10/04/2019,Commercial & Industrial,Gleason Reel,99886
10/04/2019,Commercial & Industrial,Hipotronics,21604
10/04/2019,Commercial & Industrial,Industrial Controls,355341
10/04/2019,Commercial & Industrial,Raco/TayMac,677331
10/04/2019,Commercial & Industrial,WBP,1163973
10/04/2019,Commercial & Industrial,Wiegmann,92260
10/04/2019,Construction & Energy,Austdac,92580
10/04/2019,Construction & Energy,Burndy - US,1075746
10/04/2019,Construction & Energy,CMC,167796
10/04/2019,Construction & Energy,Continental Industries,189633
10/04/2019,Construction & Energy,GAI-Tronics - UK,47216
10/04/2019,Construction & Energy,GAI-Tronics - US,123666
10/04/2019,Construction & Energy,Hawke - UK,54992
10/04/2019,Construction & Energy,Hubbell Canada,507555
10/04/2019,Construction & Energy,Hubbell Products Mexico,112672
10/04/2019,Construction & Energy,Hubbell Scotland,5196
10/04/2019,Construction & Energy,Killark,254262
10/04/2019,Construction & Energy,Lyall,483500
10/04/2019,Hubbell Lighting,C & I,3786318
10/04/2019,Hubbell Lighting,Residential,1039158
10/04/2019,Integrated Solutions,Integrated Solutions,-3248
10/04/2019,Power Systems,Aiken - Arresters,382856
10/04/2019,Power Systems,Aiken - Cable Acc,150654
10/04/2019,Power Systems,Aiken - Insulator,293875
10/04/2019,Power Systems,Civil & Construction,842543
10/04/2019,Power Systems,Connectors,708616
10/04/2019,Power Systems,EMC,110964
10/04/2019,Power Systems,Enclosures,622950
10/04/2019,Power Systems,HPS Brazil,81264
10/04/2019,Power Systems,HPS China,1712
10/04/2019,Power Systems,Switching Fusing,646895
10/04/2019,Power Systems,Tools and Equipment,239528
10/04/2019,Power Systems,Total Bushings,360479
10/04/2019,Power Systems,Utility Automation,74067
10/04/2019,Power Systems - Aclara,AMI,362008
10/04/2019,Power Systems - Aclara,Meters,27604
10/07/2019,Commercial & Industrial,ACME,219834
10/07/2019,Commercial & Industrial,Gleason Reel,193824
10/07/2019,Commercial & Industrial,Hipotronics,129977
10/07/2019,Commercial & Industrial,Industrial Controls,160231
10/07/2019,Commercial & Industrial,Raco/TayMac,1379470
10/07/2019,Commercial & Industrial,WBP,1597256
10/07/2019,Commercial & Industrial,Wiegmann,185011
10/07/2019,Construction & Energy,Burndy - US,1314523
10/07/2019,Construction & Energy,CMC,185270
10/07/2019,Construction & Energy,Continental Industries,383070
10/07/2019,Construction & Energy,GAI-Tronics - UK,26517
10/07/2019,Construction & Energy,GAI-Tronics - US,137623
10/07/2019,Construction & Energy,Hawke - UK,121718
10/07/2019,Construction & Energy,Hubbell Canada,493705
10/07/2019,Construction & Energy,Hubbell Products Mexico,105948
10/07/2019,Construction & Energy,Hubbell Scotland,409052
10/07/2019,Construction & Energy,Killark,233414
10/07/2019,Construction & Energy,Lyall,101300
10/07/2019,Hubbell Lighting,C & I,2039115
10/07/2019,Hubbell Lighting,Residential,1511578
10/07/2019,Integrated Solutions,Integrated Solutions,2066
10/07/2019,Power Systems,Aiken - Arresters,164267
10/07/2019,Power Systems,Aiken - Cable Acc,71977
10/07/2019,Power Systems,Aiken - Insulator,225219
10/07/2019,Power Systems,Civil & Construction,820690
10/07/2019,Power Systems,Connectors,580264
10/07/2019,Power Systems,EMC,55156
10/07/2019,Power Systems,Enclosures,671276
10/07/2019,Power Systems,HPS Brazil,81902
10/07/2019,Power Systems,Switching Fusing,400857
10/07/2019,Power Systems,Tools and Equipment,203980
10/07/2019,Power Systems,Total Bushings,419768
10/07/2019,Power Systems,Utility Automation,252922
10/07/2019,Power Systems - Aclara,AMI,-130124
10/07/2019,Power Systems - Aclara,Meters,666510
10/08/2019,Commercial & Industrial,ACME,140063
10/08/2019,Commercial & Industrial,Gleason Reel,83904
10/08/2019,Commercial & Industrial,Hipotronics,33340
10/08/2019,Commercial & Industrial,Industrial Controls,222593
10/08/2019,Commercial & Industrial,Raco/TayMac,1004939
10/08/2019,Commercial & Industrial,WBP,1706672
10/08/2019,Commercial & Industrial,Wiegmann,137761
10/08/2019,Construction & Energy,Austdac,105454
10/08/2019,Construction & Energy,Burndy - US,999285
10/08/2019,Construction & Energy,CMC,377877
10/08/2019,Construction & Energy,Continental Industries,163440
10/08/2019,Construction & Energy,GAI-Tronics - UK,40657
10/08/2019,Construction & Energy,GAI-Tronics - US,84278
10/08/2019,Construction & Energy,Hawke - UK,21147
10/08/2019,Construction & Energy,Hubbell Canada,522142
10/08/2019,Construction & Energy,Hubbell Products Mexico,57018
10/08/2019,Construction & Energy,Hubbell Scotland,297753
10/08/2019,Construction & Energy,Killark,329234
10/08/2019,Construction & Energy,Lyall,618400
10/08/2019,Hubbell Lighting,C & I,2612095
10/08/2019,Hubbell Lighting,Residential,1004777
10/08/2019,Integrated Solutions,Integrated Solutions,106343
10/08/2019,Power Systems,Aiken - Arresters,367319
10/08/2019,Power Systems,Aiken - Cable Acc,223334
10/08/2019,Power Systems,Aiken - Insulator,294759
10/08/2019,Power Systems,Civil & Construction,1007463
10/08/2019,Power Systems,Connectors,759671
10/08/2019,Power Systems,EMC,109136
10/08/2019,Power Systems,Enclosures,942072
10/08/2019,Power Systems,HPS Brazil,59723
10/08/2019,Power Systems,HPS China,4153
10/08/2019,Power Systems,Switching Fusing,624054
10/08/2019,Power Systems,Tools and Equipment,275655
10/08/2019,Power Systems,Total Bushings,359721
10/08/2019,Power Systems,Utility Automation,92437
10/08/2019,Power Systems - Aclara,AMI,-61413
10/08/2019,Power Systems - Aclara,Meters,139560
10/09/2019,Commercial & Industrial,ACME,177041
10/09/2019,Commercial & Industrial,Gleason Reel,114853
10/09/2019,Commercial & Industrial,Hipotronics,63443
10/09/2019,Commercial & Industrial,Industrial Controls,174344
10/09/2019,Commercial & Industrial,Raco/TayMac,743420
10/09/2019,Commercial & Industrial,WBP,1395779
10/09/2019,Commercial & Industrial,Wiegmann,77353
10/09/2019,Construction & Energy,Austdac,31476
10/09/2019,Construction & Energy,Burndy - US,1240285
10/09/2019,Construction & Energy,CMC,851775
10/09/2019,Construction & Energy,Continental Industries,525073
10/09/2019,Construction & Energy,GAI-Tronics - UK,3736
10/09/2019,Construction & Energy,GAI-Tronics - US,174156
10/09/2019,Construction & Energy,Hawke - UK,11240
10/09/2019,Construction & Energy,Hubbell Canada,510237
10/09/2019,Construction & Energy,Hubbell Products Mexico,114334
10/09/2019,Construction & Energy,Hubbell Scotland,152724
10/09/2019,Construction & Energy,Killark,469938
10/09/2019,Construction & Energy,Lyall,199500
10/09/2019,Hubbell Lighting,C & I,2489858
10/09/2019,Hubbell Lighting,Residential,1160654
10/09/2019,Integrated Solutions,Integrated Solutions,42710
10/09/2019,Power Systems,Aiken - Arresters,164096
10/09/2019,Power Systems,Aiken - Cable Acc,141834
10/09/2019,Power Systems,Aiken - Insulator,19017
10/09/2019,Power Systems,Civil & Construction,808909
10/09/2019,Power Systems,Connectors,698530
10/09/2019,Power Systems,EMC,165845
10/09/2019,Power Systems,Enclosures,957269
10/09/2019,Power Systems,HPS Brazil,46373
10/09/2019,Power Systems,HPS China,155333
10/09/2019,Power Systems,Switching Fusing,645591
10/09/2019,Power Systems,Tools and Equipment,388292
10/09/2019,Power Systems,Total Bushings,354366
10/09/2019,Power Systems,Utility Automation,126687
10/09/2019,Power Systems - Aclara,AMI,642060
10/09/2019,Power Systems - Aclara,Meters,21361470
10/10/2019,Commercial & Industrial,ACME,140621
10/10/2019,Commercial & Industrial,Gleason Reel,77230
10/10/2019,Commercial & Industrial,Hipotronics,21764
10/10/2019,Commercial & Industrial,Industrial Controls,250983
10/10/2019,Commercial & Industrial,Raco/TayMac,484647
10/10/2019,Commercial & Industrial,WBP,1620621
10/10/2019,Commercial & Industrial,Wiegmann,211384
10/10/2019,Construction & Energy,Austdac,159769
10/10/2019,Construction & Energy,Burndy - US,1289215
10/10/2019,Construction & Energy,CMC,339118
10/10/2019,Construction & Energy,Continental Industries,301103
10/10/2019,Construction & Energy,GAI-Tronics - UK,256597
10/10/2019,Construction & Energy,GAI-Tronics - US,211828
10/10/2019,Construction & Energy,Hawke - UK,492935
10/10/2019,Construction & Energy,Hubbell Canada,530788
10/10/2019,Construction & Energy,Hubbell Products Mexico,131759
10/10/2019,Construction & Energy,Hubbell Scotland,172116
10/10/2019,Construction & Energy,Killark,371914
10/10/2019,Construction & Energy,Lyall,152900
10/10/2019,Hubbell Lighting,C & I,3718316
10/10/2019,Hubbell Lighting,Residential,569121
10/10/2019,Integrated Solutions,Integrated Solutions,65835
10/10/2019,Power Systems,Aiken - Arresters,215387
10/10/2019,Power Systems,Aiken - Cable Acc,255949
10/10/2019,Power Systems,Aiken - Insulator,203855
10/10/2019,Power Systems,Civil & Construction,720309
10/10/2019,Power Systems,Connectors,716994
10/10/2019,Power Systems,EMC,82799
10/10/2019,Power Systems,Enclosures,872061
10/10/2019,Power Systems,HPS Brazil,64534
10/10/2019,Power Systems,HPS China,21755
10/10/2019,Power Systems,Switching Fusing,775112
10/10/2019,Power Systems,Tools and Equipment,210399
10/10/2019,Power Systems,Total Bushings,596317
10/10/2019,Power Systems,Utility Automation,217105
10/10/2019,Power Systems - Aclara,AMI,2802925
10/10/2019,Power Systems - Aclara,Meters,3887152
10/11/2019,Commercial & Industrial,ACME,150768
10/11/2019,Commercial & Industrial,Gleason Reel,96382
10/11/2019,Commercial & Industrial,Hipotronics,10020
10/11/2019,Commercial & Industrial,Industrial Controls,178205
10/11/2019,Commercial & Industrial,Raco/TayMac,989046
10/11/2019,Commercial & Industrial,WBP,1610298
10/11/2019,Commercial & Industrial,Wiegmann,108585
10/11/2019,Construction & Energy,Austdac,29208
10/11/2019,Construction & Energy,Burndy - US,1412575
10/11/2019,Construction & Energy,CMC,213279
10/11/2019,Construction & Energy,Continental Industries,305178
10/11/2019,Construction & Energy,GAI-Tronics - UK,293
10/11/2019,Construction & Energy,GAI-Tronics - US,202833
10/11/2019,Construction & Energy,Hawke - UK,291687
10/11/2019,Construction & Energy,Hubbell Canada,352575
10/11/2019,Construction & Energy,Hubbell Products Mexico,205149
10/11/2019,Construction & Energy,Hubbell Scotland,359930
10/11/2019,Construction & Energy,Killark,196112
10/11/2019,Construction & Energy,Lyall,950400
10/11/2019,Hubbell Lighting,C & I,1768956
10/11/2019,Hubbell Lighting,Residential,1262003
10/11/2019,Integrated Solutions,Integrated Solutions,3033
10/11/2019,Power Systems,Aiken - Arresters,208363
10/11/2019,Power Systems,Aiken - Cable Acc,110850
10/11/2019,Power Systems,Aiken - Insulator,128589
10/11/2019,Power Systems,Civil & Construction,1323694
10/11/2019,Power Systems,Connectors,698944
10/11/2019,Power Systems,EMC,73129
10/11/2019,Power Systems,Enclosures,681637
10/11/2019,Power Systems,HPS Brazil,298449
10/11/2019,Power Systems,HPS China,102451
10/11/2019,Power Systems,Switching Fusing,611119
10/11/2019,Power Systems,Tools and Equipment,302040
10/11/2019,Power Systems,Total Bushings,333800
10/11/2019,Power Systems,Utility Automation,218496
10/11/2019,Power Systems - Aclara,AMI,415423
10/11/2019,Power Systems - Aclara,Meters,510251
10/14/2019,Commercial & Industrial,ACME,122653
10/14/2019,Commercial & Industrial,Gleason Reel,77147
10/14/2019,Commercial & Industrial,Hipotronics,33974
10/14/2019,Commercial & Industrial,Industrial Controls,329063
10/14/2019,Commercial & Industrial,Raco/TayMac,1010024
10/14/2019,Commercial & Industrial,WBP,1138247
10/14/2019,Commercial & Industrial,Wiegmann,131270
10/14/2019,Construction & Energy,Austdac,56509
10/14/2019,Construction & Energy,Burndy - US,986297
10/14/2019,Construction & Energy,CMC,184232
10/14/2019,Construction & Energy,Continental Industries,74076
10/14/2019,Construction & Energy,GAI-Tronics - UK,-4113
10/14/2019,Construction & Energy,GAI-Tronics - US,104068
10/14/2019,Construction & Energy,Hawke - UK,98649
10/14/2019,Construction & Energy,Hubbell Canada,-4338
