Calendar Day,Group,Profit Center Group,Gross Order $
05/12/2019,Commercial & Industrial,ICD,977998.08
05/12/2019,Commercial & Industrial,Premise Wiring,1465053.4
05/12/2019,Commercial & Industrial,RACO,5441262.97
05/12/2019,Commercial & Industrial,WDK,9081907.45
05/12/2019,Commercial & Industrial,Wiegmann,865830.21
05/12/2019,Construction & Energy,Burndy - MX,487455.96
05/12/2019,Construction & Energy,Burndy - US,6389784.1
05/12/2019,Construction & Energy,CMC,1612286.24
05/12/2019,Construction & Energy,Continental Industries,1754321.84
05/12/2019,Construction & Energy,GAI-Tronics - US,874258.14
05/12/2019,Construction & Energy,GAI-Tronics UK,231620.58
05/12/2019,Construction & Energy,Hawke - UK,302018.91
05/12/2019,Construction & Energy,Hawke - US,124476.27
05/12/2019,Construction & Energy,Hubbell Canada,2710284.82
05/12/2019,Construction & Energy,Hubbell Scotland,1358993.39
05/12/2019,Construction & Energy,Killark,1669385.78
05/12/2019,Construction & Energy,RigPower Connectors,36603.92
05/12/2019,Hubbell Lighting,AAL,327473.56
05/12/2019,Hubbell Lighting,Alera,80585.5
05/12/2019,Hubbell Lighting,Beacon,1301591.26
05/12/2019,Hubbell Lighting,Columbia,3922278.28
05/12/2019,Hubbell Lighting,Dual-Lite,1730162.47
05/12/2019,Hubbell Lighting,Hubbell Control Solutions,951777.68
05/12/2019,Hubbell Lighting,Industrial Lighting,391058.33
05/12/2019,Hubbell Lighting,Kim,776323.29
05/12/2019,Hubbell Lighting,Kurt Versen,-14982.17
05/12/2019,Hubbell Lighting,Litecontrol,714271.06
05/12/2019,Hubbell Lighting,Norlux,691512.76
05/12/2019,Hubbell Lighting,Outdoor,1203031.94
05/12/2019,Hubbell Lighting,Prescolite,941165.29
05/12/2019,Hubbell Lighting,Progress Lighting,5668936.08
05/12/2019,Hubbell Lighting,Security Lighting,256519.99
05/12/2019,Hubbell Lighting,Thomas,481362.98
05/12/2019,Integrated Solutions,iDevices,185545.1
05/12/2019,Power Systems,Above Ground,275886.6
05/12/2019,Power Systems,Blocks,0
05/12/2019,Power Systems,Civil,805446.61
05/12/2019,Power Systems,Cutouts  Polymer,701984.05
05/12/2019,Power Systems,Cutouts  Porcelain,482396.81
05/12/2019,Power Systems,Dist Automation,998021.74
05/12/2019,Power Systems,Distribution Arresters,1052230.18
05/12/2019,Power Systems,Distribution Connectors,4204170.72
05/12/2019,Power Systems,Distribution Insulators,471925.15
05/12/2019,Power Systems,Drain,48369.48
05/12/2019,Power Systems,Electro Composites,133034
05/12/2019,Power Systems,Fiber & Cable Accessories,149384.03
05/12/2019,Power Systems,Fiber Splice Products,42759.59
05/12/2019,Power Systems,Fiberglass Construction,1414802.94
05/12/2019,Power Systems,Fuse Links,163031.05
05/12/2019,Power Systems,Gloves,66412.56
05/12/2019,Power Systems,HotBox,91246
05/12/2019,Power Systems,HPS Shanghai,16530.79
05/12/2019,Power Systems,Longbow,218698.3
05/12/2019,Power Systems,OVHD Switches,855683.63
05/12/2019,Power Systems,PCORE,621304
05/12/2019,Power Systems,PenCell,535869.87
05/12/2019,Power Systems,Pole Line Hardware,2716861.99
05/12/2019,Power Systems,Power Load,297190.05
05/12/2019,Power Systems,Resale,400475.74
05/12/2019,Power Systems,Reuel,287599.25
05/12/2019,Power Systems,Sub Automation,381162.46
05/12/2019,Power Systems,Substation Connectors,536521.32
05/12/2019,Power Systems,Substation HC Arresters,122637.48
05/12/2019,Power Systems,Substation SC Arresters,411194.49
05/12/2019,Power Systems,Substation Switches,1448620.45
05/12/2019,Power Systems,Traditional Tools,665366.86
05/12/2019,Power Systems,Transmission Arresters,68572.58
05/12/2019,Power Systems,Transmission Connectors,1931212.7
05/12/2019,Power Systems,Transmission Insulators,616956.44
05/12/2019,Power Systems,Turner Electric,72225.78
05/12/2019,Power Systems,Under Ground,3655004.17
05/12/2019,Power Systems,URD Accessories,372380.61
05/12/2019,Power Systems,URD Arresters,222222.4
05/12/2019,Power Systems,Utility Anchors,1961649.32
05/19/2019,Commercial & Industrial,ACME,798111.84
05/19/2019,Commercial & Industrial,Bryant Electric,253979.55
05/19/2019,Commercial & Industrial,Gleason Reel,883384.95
05/19/2019,Commercial & Industrial,Hipotronics,426727.83
05/19/2019,Commercial & Industrial,ICD,1353611.68
05/19/2019,Commercial & Industrial,Premise Wiring,1216923.14
05/19/2019,Commercial & Industrial,RACO,5255339.91
05/19/2019,Commercial & Industrial,WDK,8877774.23
05/19/2019,Commercial & Industrial,Wiegmann,895735.99
05/19/2019,Construction & Energy,Burndy - MX,572040.42
05/19/2019,Construction & Energy,Burndy - US,6098220.27
05/19/2019,Construction & Energy,CMC,1648469.29
05/19/2019,Construction & Energy,Continental Industries,1816357
05/19/2019,Construction & Energy,GAI-Tronics - US,751766.9
05/19/2019,Construction & Energy,GAI-Tronics UK,268625.93
05/19/2019,Construction & Energy,Hawke - UK,377084.99
05/19/2019,Construction & Energy,Hawke - US,114884.05
05/19/2019,Construction & Energy,Hubbell Canada,2730033.12
05/19/2019,Construction & Energy,Hubbell Scotland,718976.54
05/19/2019,Construction & Energy,Killark,2154963.02
05/19/2019,Construction & Energy,RigPower Connectors,17236.32
05/19/2019,Hubbell Lighting,AAL,938571.36
05/19/2019,Hubbell Lighting,Alera,145221.06
05/19/2019,Hubbell Lighting,Beacon,3912092.87
05/19/2019,Hubbell Lighting,Columbia,10992294.76
05/19/2019,Hubbell Lighting,Dual-Lite,3823949.04
05/19/2019,Hubbell Lighting,Hubbell Control Solutions,1674396
05/19/2019,Hubbell Lighting,Industrial Lighting,625791.73
05/19/2019,Hubbell Lighting,Kim,1958953.39
05/19/2019,Hubbell Lighting,Kurt Versen,56331.96
05/19/2019,Hubbell Lighting,Litecontrol,2148462.11
05/19/2019,Hubbell Lighting,Norlux,382383.07
05/19/2019,Hubbell Lighting,Outdoor,2785527.57
05/19/2019,Hubbell Lighting,Prescolite,2785534.93
05/19/2019,Hubbell Lighting,Progress Lighting,6254030.99
05/19/2019,Hubbell Lighting,Security Lighting,230142.45
05/19/2019,Hubbell Lighting,Thomas,197492.25
05/19/2019,Integrated Solutions,iDevices,183621.13
05/19/2019,Power Systems,Above Ground,316307.28
05/19/2019,Power Systems,Blocks,33084
05/19/2019,Power Systems,Civil,1309426.19
05/19/2019,Power Systems,Cutouts  Polymer,1602993.88
05/19/2019,Power Systems,Cutouts  Porcelain,377516.94
05/19/2019,Power Systems,Dist Automation,450010.24
05/19/2019,Power Systems,Distribution Arresters,1368765.57
05/19/2019,Power Systems,Distribution Connectors,2021049.55
05/19/2019,Power Systems,Distribution Insulators,314789.51
05/19/2019,Power Systems,Drain,198327.64
05/19/2019,Power Systems,Electro Composites,166106.43
05/19/2019,Power Systems,Fiber & Cable Accessories,61416.19
05/19/2019,Power Systems,Fiber Splice Products,41974.38
05/19/2019,Power Systems,Fiberglass Construction,348553.89
05/19/2019,Power Systems,Fuse Links,128511.29
05/19/2019,Power Systems,Gloves,221503
05/19/2019,Power Systems,HotBox,148820.42
05/19/2019,Power Systems,HPS Shanghai,37805.34
05/19/2019,Power Systems,Longbow,247865.4
05/19/2019,Power Systems,OVHD Switches,726828.76
05/19/2019,Power Systems,PCORE,1092434
05/19/2019,Power Systems,PenCell,626762.69
05/19/2019,Power Systems,Pole Line Hardware,1896990.58
05/19/2019,Power Systems,Power Load,499942.46
05/19/2019,Power Systems,Resale,378481.61
05/19/2019,Power Systems,Reuel,126306.32
05/19/2019,Power Systems,Sub Automation,103077.94
05/19/2019,Power Systems,Substation Connectors,469987.52
05/19/2019,Power Systems,Substation HC Arresters,253812.96
05/19/2019,Power Systems,Substation SC Arresters,281527.79
05/19/2019,Power Systems,Substation Switches,794282.34
05/19/2019,Power Systems,Traditional Tools,1176683.37
05/19/2019,Power Systems,Transmission Arresters,440771.43
05/19/2019,Power Systems,Transmission Connectors,1564209.78
05/19/2019,Power Systems,Transmission Insulators,461510.44
05/19/2019,Power Systems,Turner Electric,51201.72
05/19/2019,Power Systems,Under Ground,3508062.41
05/19/2019,Power Systems,URD Accessories,457803.85
05/19/2019,Power Systems,URD Arresters,139808.57
05/19/2019,Power Systems,Utility Anchors,1618499.41
05/26/2019,Commercial & Industrial,ACME,866254.39
05/26/2019,Commercial & Industrial,Bryant Electric,348865.31
05/26/2019,Commercial & Industrial,Gleason Reel,693091.2
05/26/2019,Commercial & Industrial,Hipotronics,548547.44
05/26/2019,Commercial & Industrial,ICD,1789080.74
05/26/2019,Commercial & Industrial,Premise Wiring,1210374.43
05/26/2019,Commercial & Industrial,RACO,5727741.97
05/26/2019,Commercial & Industrial,WDK,9011369.07
05/26/2019,Commercial & Industrial,Wiegmann,873199.79
05/26/2019,Construction & Energy,Burndy - MX,674048.96
05/26/2019,Construction & Energy,Burndy - US,6163797.68
05/26/2019,Construction & Energy,CMC,1573598.87
05/26/2019,Construction & Energy,Continental Industries,1158663.04
05/26/2019,Construction & Energy,GAI-Tronics - US,543575.88
05/26/2019,Construction & Energy,GAI-Tronics UK,269053.06
05/26/2019,Construction & Energy,Hawke - UK,307523.7
05/26/2019,Construction & Energy,Hawke - US,217686.64
05/26/2019,Construction & Energy,Hubbell Canada,1881640.48
05/26/2019,Construction & Energy,Hubbell Scotland,1622009.87
05/26/2019,Construction & Energy,Killark,1308519.81
05/26/2019,Construction & Energy,RigPower Connectors,11751.63
05/26/2019,Hubbell Lighting,AAL,520584.85
05/26/2019,Hubbell Lighting,Alera,176658.42
05/26/2019,Hubbell Lighting,Beacon,2378419.25
05/26/2019,Hubbell Lighting,Columbia,7126880.69
05/26/2019,Hubbell Lighting,Dual-Lite,1598094.39
05/26/2019,Hubbell Lighting,Hubbell Control Solutions,1114729.71
05/26/2019,Hubbell Lighting,Industrial Lighting,576922.84
05/26/2019,Hubbell Lighting,Kim,1121504.09
05/26/2019,Hubbell Lighting,Kurt Versen,38252.28
05/26/2019,Hubbell Lighting,Litecontrol,1613774.08
05/26/2019,Hubbell Lighting,Norlux,250822.9
05/26/2019,Hubbell Lighting,Outdoor,1224505.15
05/26/2019,Hubbell Lighting,Prescolite,1338311.01
05/26/2019,Hubbell Lighting,Progress Lighting,7122899.38
05/26/2019,Hubbell Lighting,Security Lighting,227132.2
05/26/2019,Hubbell Lighting,Thomas,221029.49
05/26/2019,Integrated Solutions,iDevices,159038.43
05/26/2019,Power Systems,Above Ground,317398.12
05/26/2019,Power Systems,Blocks,0
05/26/2019,Power Systems,Civil,1310863.99
05/26/2019,Power Systems,Cutouts  Polymer,1161612.2
05/26/2019,Power Systems,Cutouts  Porcelain,478975.11
05/26/2019,Power Systems,Dist Automation,1024492.85
05/26/2019,Power Systems,Distribution Arresters,893732.53
05/26/2019,Power Systems,Distribution Connectors,2169138.06
05/26/2019,Power Systems,Distribution Insulators,472880.51
05/26/2019,Power Systems,Drain,60970.22
05/26/2019,Power Systems,Electro Composites,200189.18
05/26/2019,Power Systems,Fiber & Cable Accessories,81236.36
05/26/2019,Power Systems,Fiber Splice Products,30541.54
05/26/2019,Power Systems,Fiberglass Construction,325788.59
05/26/2019,Power Systems,Fuse Links,122241.6
05/26/2019,Power Systems,Gloves,203004.36
05/26/2019,Power Systems,HotBox,150618.39
05/26/2019,Power Systems,HPS Shanghai,48545.3
05/26/2019,Power Systems,Longbow,302624.58
05/26/2019,Power Systems,OVHD Switches,684933.64
05/26/2019,Power Systems,PCORE,753717
05/26/2019,Power Systems,PenCell,655557.29
05/26/2019,Power Systems,Pole Line Hardware,2098037.89
05/26/2019,Power Systems,Power Load,67741.72
05/26/2019,Power Systems,Resale,352190.98
05/26/2019,Power Systems,Reuel,93266.57
05/26/2019,Power Systems,Sub Automation,310645.33
05/26/2019,Power Systems,Substation Connectors,455096.45
05/26/2019,Power Systems,Substation HC Arresters,193929.39
05/26/2019,Power Systems,Substation SC Arresters,258725.59
05/26/2019,Power Systems,Substation Switches,954188.82
05/26/2019,Power Systems,Traditional Tools,593539.19
05/26/2019,Power Systems,Transmission Arresters,49373.5
05/26/2019,Power Systems,Transmission Connectors,1182978.09
05/26/2019,Power Systems,Transmission Insulators,675459.65
05/26/2019,Power Systems,Turner Electric,581253.01
05/26/2019,Power Systems,Under Ground,3475558.08
05/26/2019,Power Systems,URD Accessories,511177.59
05/26/2019,Power Systems,URD Arresters,143934.89
05/26/2019,Power Systems,Utility Anchors,1334142.88
06/02/2019,Commercial & Industrial,ACME,651165.67
06/02/2019,Commercial & Industrial,Bryant Electric,445983.16
06/02/2019,Commercial & Industrial,Gleason Reel,522940.44
06/02/2019,Commercial & Industrial,Hipotronics,194215.28
06/02/2019,Commercial & Industrial,ICD,647361.56
06/02/2019,Commercial & Industrial,Premise Wiring,1277301.04
06/02/2019,Commercial & Industrial,RACO,4669735.5
06/02/2019,Commercial & Industrial,WDK,7112039.91
06/02/2019,Commercial & Industrial,Wiegmann,769812
06/02/2019,Construction & Energy,Burndy - MX,774380.72
06/02/2019,Construction & Energy,Burndy - US,4737674.13
06/02/2019,Construction & Energy,CMC,3048290.52
06/02/2019,Construction & Energy,Continental Industries,1532298.96
06/02/2019,Construction & Energy,GAI-Tronics - US,860872.84
06/02/2019,Construction & Energy,GAI-Tronics UK,173471.25
06/02/2019,Construction & Energy,Hawke - UK,177950.02
06/02/2019,Construction & Energy,Hawke - US,113791.78
06/02/2019,Construction & Energy,Hubbell Canada,2546954.65
06/02/2019,Construction & Energy,Hubbell Scotland,938537.41
06/02/2019,Construction & Energy,Killark,1721905.42
06/02/2019,Construction & Energy,RigPower Connectors,15513.49
06/02/2019,Hubbell Lighting,AAL,195118.1
06/02/2019,Hubbell Lighting,Alera,81212.57
06/02/2019,Hubbell Lighting,Beacon,555057.4
06/02/2019,Hubbell Lighting,Columbia,3158495.41
06/02/2019,Hubbell Lighting,Dual-Lite,1189599
06/02/2019,Hubbell Lighting,Hubbell Control Solutions,452124.14
06/02/2019,Hubbell Lighting,Industrial Lighting,264648.46
06/02/2019,Hubbell Lighting,Kim,539450.02
06/02/2019,Hubbell Lighting,Kurt Versen,3408.27
06/02/2019,Hubbell Lighting,Litecontrol,996954.03
06/02/2019,Hubbell Lighting,Norlux,195269.13
06/02/2019,Hubbell Lighting,Outdoor,751897.8
06/02/2019,Hubbell Lighting,Prescolite,821469.61
06/02/2019,Hubbell Lighting,Progress Lighting,4749468.33
06/02/2019,Hubbell Lighting,Security Lighting,99645.25
06/02/2019,Hubbell Lighting,Thomas,28200.01
06/02/2019,Integrated Solutions,iDevices,110342.31
06/02/2019,Power Systems,Above Ground,194918.72
06/02/2019,Power Systems,Blocks,171479.52
06/02/2019,Power Systems,Civil,597159.88
06/02/2019,Power Systems,Cutouts  Polymer,979777.49
06/02/2019,Power Systems,Cutouts  Porcelain,519509.56
06/02/2019,Power Systems,Dist Automation,866808.77
06/02/2019,Power Systems,Distribution Arresters,1059619.78
06/02/2019,Power Systems,Distribution Connectors,2269142.1
06/02/2019,Power Systems,Distribution Insulators,348670.28
06/02/2019,Power Systems,Drain,86577.77
06/02/2019,Power Systems,Electro Composites,181218.59
06/02/2019,Power Systems,Fiber & Cable Accessories,111080.85
06/02/2019,Power Systems,Fiber Splice Products,33774.04
06/02/2019,Power Systems,Fiberglass Construction,504817.01
06/02/2019,Power Systems,Fuse Links,84083.19
06/02/2019,Power Systems,Gloves,46248.6
06/02/2019,Power Systems,HotBox,215081.49
06/02/2019,Power Systems,HPS Shanghai,59175.67
06/02/2019,Power Systems,Longbow,358274.52
06/02/2019,Power Systems,OVHD Switches,859050.01
06/02/2019,Power Systems,PCORE,649831
06/02/2019,Power Systems,PenCell,567955.34
06/02/2019,Power Systems,Pole Line Hardware,1900752.27
06/02/2019,Power Systems,Power Load,433814.39
06/02/2019,Power Systems,Resale,261749.9
06/02/2019,Power Systems,Reuel,8200.68
06/02/2019,Power Systems,Sub Automation,151266.48
06/02/2019,Power Systems,Substation Connectors,391775.4
06/02/2019,Power Systems,Substation HC Arresters,150058.81
06/02/2019,Power Systems,Substation SC Arresters,397602.15
06/02/2019,Power Systems,Substation Switches,1052372.26
06/02/2019,Power Systems,Traditional Tools,606630.1
06/02/2019,Power Systems,Transmission Arresters,57939.76
06/02/2019,Power Systems,Transmission Connectors,1621572.21
06/02/2019,Power Systems,Transmission Insulators,1271457.55
06/02/2019,Power Systems,Turner Electric,75733.96
06/02/2019,Power Systems,Under Ground,2326640.85
06/02/2019,Power Systems,URD Accessories,317336.53
06/02/2019,Power Systems,URD Arresters,69666.64
06/02/2019,Power Systems,Utility Anchors,1140967.39
06/09/2019,Commercial & Industrial,ACME,848799.76
06/09/2019,Commercial & Industrial,Bryant Electric,357971.84
06/09/2019,Commercial & Industrial,Gleason Reel,684402.55
06/09/2019,Commercial & Industrial,Hipotronics,294340.54
06/09/2019,Commercial & Industrial,ICD,1236676.06
06/09/2019,Commercial & Industrial,Premise Wiring,1634413.22
06/09/2019,Commercial & Industrial,RACO,5733474.38
06/09/2019,Commercial & Industrial,WDK,8515214.15
06/09/2019,Commercial & Industrial,Wiegmann,861839.82
06/09/2019,Construction & Energy,Burndy - MX,497308.09
06/09/2019,Construction & Energy,Burndy - US,6322899.57
06/09/2019,Construction & Energy,CMC,1882597.51
06/09/2019,Construction & Energy,Continental Industries,1279379.59
06/09/2019,Construction & Energy,GAI-Tronics - US,732663.55
06/09/2019,Construction & Energy,GAI-Tronics UK,174201.5
06/09/2019,Construction & Energy,Hawke - UK,375807.84
06/09/2019,Construction & Energy,Hawke - US,118735.8
06/09/2019,Construction & Energy,Hubbell Canada,3156395.46
06/09/2019,Construction & Energy,Hubbell Scotland,264254.93
06/09/2019,Construction & Energy,Killark,1689652.79
06/09/2019,Construction & Energy,RigPower Connectors,16618.48
06/09/2019,Hubbell Lighting,AAL,562372.69
06/09/2019,Hubbell Lighting,Alera,68962.17
06/09/2019,Hubbell Lighting,Beacon,1392116.27
06/09/2019,Hubbell Lighting,Columbia,4915442.38
06/09/2019,Hubbell Lighting,Dual-Lite,1436739.11
06/09/2019,Hubbell Lighting,Hubbell Control Solutions,1057749.79
06/09/2019,Hubbell Lighting,Industrial Lighting,256031.3
06/09/2019,Hubbell Lighting,Kim,1443587.66
06/09/2019,Hubbell Lighting,Kurt Versen,18864.72
06/09/2019,Hubbell Lighting,Litecontrol,1057716.8
06/09/2019,Hubbell Lighting,Norlux,32385.25
06/09/2019,Hubbell Lighting,Outdoor,1198535.54
06/09/2019,Hubbell Lighting,Prescolite,1028492.71
06/09/2019,Hubbell Lighting,Progress Lighting,6777941
06/09/2019,Hubbell Lighting,Security Lighting,131814.58
06/09/2019,Hubbell Lighting,Thomas,150691.86
06/09/2019,Integrated Solutions,iDevices,167174.61
06/09/2019,Power Systems,Above Ground,261484.55
06/09/2019,Power Systems,Blocks,457.56
06/09/2019,Power Systems,Civil,774682.73
06/09/2019,Power Systems,Cutouts  Polymer,1577794.15
06/09/2019,Power Systems,Cutouts  Porcelain,1174404.24
06/09/2019,Power Systems,Dist Automation,610640.16
06/09/2019,Power Systems,Distribution Arresters,1405667.94
06/09/2019,Power Systems,Distribution Connectors,2038310.15
06/09/2019,Power Systems,Distribution Insulators,253675.66
06/09/2019,Power Systems,Drain,60425.17
06/09/2019,Power Systems,Electro Composites,125623.99
06/09/2019,Power Systems,Fiber & Cable Accessories,110227.52
06/09/2019,Power Systems,Fiber Splice Products,29021.66
06/09/2019,Power Systems,Fiberglass Construction,355774.81
06/09/2019,Power Systems,Fuse Links,82747.96
06/09/2019,Power Systems,Gloves,118615.76
06/09/2019,Power Systems,HotBox,222006.06
06/09/2019,Power Systems,HPS Shanghai,108787.98
06/09/2019,Power Systems,Longbow,101297.27
06/09/2019,Power Systems,OVHD Switches,758524.97
06/09/2019,Power Systems,PCORE,620972
06/09/2019,Power Systems,PenCell,698625.9
06/09/2019,Power Systems,Pole Line Hardware,2177023.85
06/09/2019,Power Systems,Power Load,36401.11
06/09/2019,Power Systems,Resale,303537.58
06/09/2019,Power Systems,Reuel,179374.73
06/09/2019,Power Systems,Sub Automation,217909.35
06/09/2019,Power Systems,Substation Connectors,419237.86
06/09/2019,Power Systems,Substation HC Arresters,343390.11
06/09/2019,Power Systems,Substation SC Arresters,377062.96
06/09/2019,Power Systems,Substation Switches,1058287.23
06/09/2019,Power Systems,Traditional Tools,666586.96
06/09/2019,Power Systems,Transmission Arresters,23075.78
06/09/2019,Power Systems,Transmission Connectors,1259948.38
06/09/2019,Power Systems,Transmission Insulators,1817661.44
06/09/2019,Power Systems,Turner Electric,156114.2
06/09/2019,Power Systems,Under Ground,2561820.35
06/09/2019,Power Systems,URD Accessories,458079.92
06/09/2019,Power Systems,URD Arresters,70596.73
06/09/2019,Power Systems,Utility Anchors,2751709.03
06/16/2019,Commercial & Industrial,ACME,889070.17
06/16/2019,Commercial & Industrial,Bryant Electric,561800.35
06/16/2019,Commercial & Industrial,Gleason Reel,773686.72
06/16/2019,Commercial & Industrial,Hipotronics,64852.12
06/16/2019,Commercial & Industrial,ICD,1556920.88
06/16/2019,Commercial & Industrial,Premise Wiring,1798654.82
06/16/2019,Commercial & Industrial,RACO,5465712.03
06/16/2019,Commercial & Industrial,WDK,10063031.57
06/16/2019,Commercial & Industrial,Wiegmann,917519.58
06/16/2019,Construction & Energy,Burndy - MX,499663.86
06/16/2019,Construction & Energy,Burndy - US,6287046.99
06/16/2019,Construction & Energy,CMC,2048118.62
06/16/2019,Construction & Energy,Continental Industries,1383956.26
06/16/2019,Construction & Energy,GAI-Tronics - US,828469.75
06/16/2019,Construction & Energy,GAI-Tronics UK,262634.99
06/16/2019,Construction & Energy,Hawke - UK,574453.99
06/16/2019,Construction & Energy,Hawke - US,114545.18
06/16/2019,Construction & Energy,Hubbell Canada,3044258.75
06/16/2019,Construction & Energy,Hubbell Scotland,536230.54
06/16/2019,Construction & Energy,Killark,1381571.42
06/16/2019,Construction & Energy,RigPower Connectors,19369.76
06/16/2019,Hubbell Lighting,AAL,972913.58
06/16/2019,Hubbell Lighting,Alera,155116.26
06/16/2019,Hubbell Lighting,Beacon,1492508.95
06/16/2019,Hubbell Lighting,Columbia,3766300.88
06/16/2019,Hubbell Lighting,Dual-Lite,1509264.1
06/16/2019,Hubbell Lighting,Hubbell Control Solutions,722180.95
06/16/2019,Hubbell Lighting,Industrial Lighting,253299.72
06/16/2019,Hubbell Lighting,Kim,924130.51
06/16/2019,Hubbell Lighting,Kurt Versen,19828.2
06/16/2019,Hubbell Lighting,Litecontrol,715493.23
06/16/2019,Hubbell Lighting,Norlux,246465.87
06/16/2019,Hubbell Lighting,Outdoor,1372123.81
06/16/2019,Hubbell Lighting,Prescolite,916057.36
06/16/2019,Hubbell Lighting,Progress Lighting,6748761.29
06/16/2019,Hubbell Lighting,Security Lighting,129653.91
06/16/2019,Hubbell Lighting,Thomas,202109.66
06/16/2019,Integrated Solutions,iDevices,159354.51
06/16/2019,Power Systems,Above Ground,392556.89
06/16/2019,Power Systems,Blocks,16852.68
06/16/2019,Power Systems,Civil,1621100.2
06/16/2019,Power Systems,Cutouts  Polymer,2160756.36
06/16/2019,Power Systems,Cutouts  Porcelain,664976.4
06/16/2019,Power Systems,Dist Automation,596497.59
06/16/2019,Power Systems,Distribution Arresters,1515054.81
06/16/2019,Power Systems,Distribution Connectors,2872425.19
06/16/2019,Power Systems,Distribution Insulators,552375.99
06/16/2019,Power Systems,Drain,45378.03
06/16/2019,Power Systems,Electro Composites,93735.78
06/16/2019,Power Systems,Fiber & Cable Accessories,36609.5
06/16/2019,Power Systems,Fiber Splice Products,20814.6
06/16/2019,Power Systems,Fiberglass Construction,685541.93
06/16/2019,Power Systems,Fuse Links,145173.62
06/16/2019,Power Systems,Gloves,134971.8
06/16/2019,Power Systems,HotBox,108415.65
06/16/2019,Power Systems,HPS Shanghai,55049.63
06/16/2019,Power Systems,Longbow,305154.71
06/16/2019,Power Systems,OVHD Switches,734754.25
06/16/2019,Power Systems,PCORE,652683
06/16/2019,Power Systems,PenCell,545717.36
06/16/2019,Power Systems,Pole Line Hardware,4039266.99
06/16/2019,Power Systems,Power Load,180648.01
06/16/2019,Power Systems,Resale,385742.58
06/16/2019,Power Systems,Reuel,38215.03
06/16/2019,Power Systems,Sub Automation,112055.14
06/16/2019,Power Systems,Substation Connectors,527679.54
06/16/2019,Power Systems,Substation HC Arresters,322285.62
06/16/2019,Power Systems,Substation SC Arresters,331292.84
06/16/2019,Power Systems,Substation Switches,1252347.07
06/16/2019,Power Systems,Traditional Tools,1025854.09
06/16/2019,Power Systems,Transmission Arresters,115792.22
06/16/2019,Power Systems,Transmission Connectors,1677692.41
06/16/2019,Power Systems,Transmission Insulators,799860.62
06/16/2019,Power Systems,Turner Electric,173436.16
06/16/2019,Power Systems,Under Ground,3056665.21
06/16/2019,Power Systems,URD Accessories,635641.05
06/16/2019,Power Systems,URD Arresters,133386.8
06/16/2019,Power Systems,Utility Anchors,576281.6
06/23/2019,Commercial & Industrial,ACME,1153434.72
06/23/2019,Commercial & Industrial,Bryant Electric,316640.79
06/23/2019,Commercial & Industrial,Gleason Reel,695933.95
06/23/2019,Commercial & Industrial,Hipotronics,742741.81
06/23/2019,Commercial & Industrial,ICD,1314641.13
06/23/2019,Commercial & Industrial,Premise Wiring,1723238.14
06/23/2019,Commercial & Industrial,RACO,5589832.74
06/23/2019,Commercial & Industrial,WDK,8328059.73
06/23/2019,Commercial & Industrial,Wiegmann,792819.75
06/23/2019,Construction & Energy,Burndy - MX,663640.33
06/23/2019,Construction & Energy,Burndy - US,6290180.86
06/23/2019,Construction & Energy,CMC,2687161.69
06/23/2019,Construction & Energy,Continental Industries,2653135.51
06/23/2019,Construction & Energy,GAI-Tronics - US,567523.65
06/23/2019,Construction & Energy,GAI-Tronics UK,357200.81
06/23/2019,Construction & Energy,Hawke - UK,178380.05
06/23/2019,Construction & Energy,Hawke - US,96917.17
06/23/2019,Construction & Energy,Hubbell Canada,2180410.98
06/23/2019,Construction & Energy,Hubbell Scotland,413462.85
06/23/2019,Construction & Energy,Killark,1592231.63
06/23/2019,Construction & Energy,RigPower Connectors,54786.74
06/23/2019,Hubbell Lighting,AAL,427394.18
06/23/2019,Hubbell Lighting,Alera,102870.52
06/23/2019,Hubbell Lighting,Beacon,1157392.74
06/23/2019,Hubbell Lighting,Columbia,4202570.8
06/23/2019,Hubbell Lighting,Dual-Lite,1302293.82
06/23/2019,Hubbell Lighting,Hubbell Control Solutions,1188308.23
06/23/2019,Hubbell Lighting,Industrial Lighting,280831.77
06/23/2019,Hubbell Lighting,Kim,822617.52
06/23/2019,Hubbell Lighting,Kurt Versen,47820.38
06/23/2019,Hubbell Lighting,Litecontrol,911463.85
06/23/2019,Hubbell Lighting,Norlux,205095.93
06/23/2019,Hubbell Lighting,Outdoor,1624778.4
06/23/2019,Hubbell Lighting,Prescolite,981298.63
06/23/2019,Hubbell Lighting,Progress Lighting,5333228.96
06/23/2019,Hubbell Lighting,Security Lighting,203026.03
06/23/2019,Hubbell Lighting,Thomas,193650.78
06/23/2019,Integrated Solutions,iDevices,179941.36
06/23/2019,Power Systems,Above Ground,327532.34
06/23/2019,Power Systems,Blocks,0
06/23/2019,Power Systems,Civil,1261407.78
06/23/2019,Power Systems,Cutouts  Polymer,1436459.93
06/23/2019,Power Systems,Cutouts  Porcelain,607729.12
06/23/2019,Power Systems,Dist Automation,805012.51
06/23/2019,Power Systems,Distribution Arresters,1051020.42
06/23/2019,Power Systems,Distribution Connectors,2251356.38
06/23/2019,Power Systems,Distribution Insulators,269189.31
06/23/2019,Power Systems,Drain,81859.64
06/23/2019,Power Systems,Electro Composites,71200.99
06/23/2019,Power Systems,Fiber & Cable Accessories,75439.07
06/23/2019,Power Systems,Fiber Splice Products,50083.21
