Calendar Day,Group,Company Code,Gross Order $
02/09/2020,Construction & Energy,C351,2981391.19
02/09/2020,Power Systems,C625,0.00
02/09/2020,Power Systems,C615,0.00
02/09/2020,Power Systems,C610,20222801.92
02/09/2020,Construction & Energy,C360,6078444.36
02/09/2020,Integrated Solutions,C200,200241.55
02/09/2020,Hubbell Lighting,C550,920123.71
02/09/2020,Power Systems,C640,4644978.80
02/09/2020,Hubbell Lighting,C520,6447730.38
02/09/2020,Commercial & Industrial,C740,1348289.56
02/09/2020,Commercial & Industrial,C300,11556822.70
02/09/2020,Construction & Energy,C460,380541.35
02/09/2020,Hubbell Lighting,C510,11853880.20
02/09/2020,Power Systems,C660,98746.52
02/09/2020,Construction & Energy,C794,174174.96
02/09/2020,Power Systems,C627,0.00
02/09/2020,Construction & Energy,C720,496997.79
02/09/2020,Commercial & Industrial,C750,619668.90
02/09/2020,Commercial & Industrial,C710,100674.79
02/09/2020,Construction & Energy,C366,1345643.26
02/09/2020,Power Systems,C650,949560.06
02/09/2020,Construction & Energy,C362,374427.51
02/09/2020,Construction & Energy,C370,955766.76
02/16/2020,Construction & Energy,C362,544891.21
02/16/2020,Commercial & Industrial,C400,8180716.45
02/16/2020,Power Systems,C640,4150419.43
02/16/2020,Construction & Energy,C360,6764919.29
02/16/2020,Construction & Energy,C366,2020071.66
02/16/2020,Construction & Energy,C351,2520796.18
02/16/2020,Power Systems,C625,110997.38
02/16/2020,Hubbell Lighting,C351,0.00
02/16/2020,Power Systems,C615,26402.87
02/16/2020,Power Systems,C610,19746309.41
02/16/2020,Integrated Solutions,C200,172600.15
02/16/2020,Hubbell Lighting,C550,737037.17
02/16/2020,Hubbell Lighting,C520,5254705.79
02/16/2020,Commercial & Industrial,C740,1423744.52
02/16/2020,Commercial & Industrial,C300,13422817.03
02/16/2020,Power Systems,C660,41161.78
02/16/2020,Hubbell Lighting,C510,11627195.67
02/16/2020,Construction & Energy,C370,1548661.72
02/16/2020,Construction & Energy,C794,422729.95
02/16/2020,Power Systems,C627,0.00
02/16/2020,Commercial & Industrial,C750,556059.15
02/16/2020,Construction & Energy,C720,1085194.65
02/16/2020,Commercial & Industrial,C710,102121.76
02/16/2020,Construction & Energy,C400,1664651.22
02/16/2020,Power Systems,C650,831538.00
02/16/2020,Construction & Energy,C450,1038923.68
02/16/2020,Construction & Energy,C460,278276.29
02/23/2020,Power Systems,C615,0.00
02/23/2020,Power Systems,C610,21685324.64
02/23/2020,Construction & Energy,C400,1989311.56
02/23/2020,Integrated Solutions,C200,160930.19
02/23/2020,Hubbell Lighting,C550,775491.07
02/23/2020,Construction & Energy,C360,5835041.19
02/23/2020,Power Systems,C640,3185427.93
02/23/2020,Construction & Energy,C450,855827.18
02/23/2020,Hubbell Lighting,C520,6588924.15
02/23/2020,Construction & Energy,C460,463095.40
02/23/2020,Commercial & Industrial,C300,9106672.88
02/23/2020,Construction & Energy,C370,3618621.50
02/23/2020,Power Systems,C660,73219.77
02/23/2020,Power Systems,C625,14388.34
02/23/2020,Construction & Energy,C720,817865.98
02/23/2020,Power Systems,C627,5694.14
02/23/2020,Commercial & Industrial,C750,523997.26
02/23/2020,Commercial & Industrial,C400,6380395.16
02/23/2020,Construction & Energy,C362,800959.04
02/23/2020,Commercial & Industrial,C710,155722.44
02/23/2020,Construction & Energy,C794,156920.59
02/23/2020,Hubbell Lighting,C351,0.00
02/23/2020,Commercial & Industrial,C740,1251062.42
02/23/2020,Construction & Energy,C351,2427156.42
02/23/2020,Hubbell Lighting,C510,12172931.79
02/23/2020,Power Systems,C650,772299.91
02/23/2020,Construction & Energy,C366,1077659.22
03/01/2020,Power Systems,C650,1301909.67
03/01/2020,Power Systems,C660,343685.85
03/01/2020,Construction & Energy,C460,291065.68
03/01/2020,Construction & Energy,C366,1812002.63
03/01/2020,Hubbell Lighting,C550,402504.36
03/01/2020,Commercial & Industrial,C400,5959317.05
03/01/2020,Construction & Energy,C370,1232644.91
03/01/2020,Power Systems,C625,3417.98
03/01/2020,Hubbell Lighting,C510,11024527.82
03/01/2020,Power Systems,C610,18662432.87
03/01/2020,Hubbell Lighting,C520,6408354.11
03/01/2020,Construction & Energy,C362,1417629.67
03/01/2020,Commercial & Industrial,C750,604636.12
03/01/2020,Commercial & Industrial,C710,421885.08
03/01/2020,Commercial & Industrial,C300,12455022.98
03/01/2020,Construction & Energy,C720,1182851.27
03/01/2020,Power Systems,C627,287211.83
03/01/2020,Construction & Energy,C360,6140168.81
03/01/2020,Construction & Energy,C794,234826.11
03/01/2020,Hubbell Lighting,C351,0.00
03/01/2020,Construction & Energy,C351,3035496.89
03/01/2020,Construction & Energy,C450,413722.63
03/01/2020,Power Systems,C640,4849251.50
03/01/2020,Commercial & Industrial,C740,1631324.34
03/01/2020,Construction & Energy,C400,1501268.41
03/01/2020,Integrated Solutions,C200,202906.58
03/01/2020,Power Systems,C615,54.77
03/08/2020,Construction & Energy,C450,645512.06
03/08/2020,Construction & Energy,C460,310176.70
03/08/2020,Power Systems,C610,21479323.72
03/08/2020,Hubbell Lighting,C520,7614485.06
03/08/2020,Construction & Energy,C370,1337737.03
03/08/2020,Integrated Solutions,C200,159764.60
03/08/2020,Commercial & Industrial,C740,1154626.57
03/08/2020,Commercial & Industrial,C710,123165.97
03/08/2020,Commercial & Industrial,C300,11183864.98
03/08/2020,Construction & Energy,C400,2185646.05
03/08/2020,Construction & Energy,C794,325136.77
03/08/2020,Hubbell Lighting,C550,887050.35
03/08/2020,Commercial & Industrial,C750,639794.18
03/08/2020,Construction & Energy,C360,5805353.78
03/08/2020,Power Systems,C627,1138285.17
03/08/2020,Power Systems,C615,14426.09
03/08/2020,Power Systems,C640,4353657.75
03/08/2020,Construction & Energy,C362,902795.11
03/08/2020,Construction & Energy,C720,1055857.06
03/08/2020,Commercial & Industrial,C400,7688757.32
03/08/2020,Hubbell Lighting,C351,0.00
03/08/2020,Hubbell Lighting,C510,11761581.46
03/08/2020,Power Systems,C660,594006.78
03/08/2020,Construction & Energy,C351,2929809.23
03/08/2020,Construction & Energy,C366,2006584.34
03/08/2020,Power Systems,C650,1137354.98
03/08/2020,Power Systems,C625,35846.09
03/15/2020,Construction & Energy,C450,554085.88
03/15/2020,Hubbell Lighting,C351,0.00
03/15/2020,Power Systems,C650,685911.20
03/15/2020,Hubbell Lighting,C520,6266112.21
03/15/2020,Commercial & Industrial,C400,7025689.21
03/15/2020,Commercial & Industrial,C710,96248.85
03/15/2020,Hubbell Lighting,C510,13767028.54
03/15/2020,Construction & Energy,C720,1118731.30
03/15/2020,Construction & Energy,C460,366279.17
03/15/2020,Construction & Energy,C370,942743.27
03/15/2020,Power Systems,C640,4428358.31
03/15/2020,Commercial & Industrial,C750,623219.75
03/15/2020,Construction & Energy,C362,487627.62
03/15/2020,Power Systems,C625,51956.75
03/15/2020,Power Systems,C660,156153.03
03/15/2020,Hubbell Lighting,C550,1059270.25
03/15/2020,Construction & Energy,C366,1436811.60
03/15/2020,Power Systems,C615,3199.69
03/15/2020,Construction & Energy,C351,2754403.21
03/15/2020,Construction & Energy,C360,6352949.63
03/15/2020,Power Systems,C627,165424.47
03/15/2020,Commercial & Industrial,C300,10794860.23
03/15/2020,Construction & Energy,C794,459705.23
03/15/2020,Commercial & Industrial,C740,933781.91
03/15/2020,Integrated Solutions,C200,525.94
03/15/2020,Construction & Energy,C400,1623552.36
03/15/2020,Power Systems,C610,19524623.58
03/22/2020,Construction & Energy,C351,2843786.17
03/22/2020,Construction & Energy,C350,-7438.59
03/22/2020,Construction & Energy,C720,489399.24
03/22/2020,Commercial & Industrial,C750,634738.15
03/22/2020,Construction & Energy,C400,1481612.36
03/22/2020,Construction & Energy,C362,976948.55
03/22/2020,Power Systems,C650,971474.49
03/22/2020,Construction & Energy,C366,2214948.69
03/22/2020,Commercial & Industrial,C740,1403183.75
03/22/2020,Construction & Energy,C370,555730.68
03/22/2020,Commercial & Industrial,C710,72614.07
03/22/2020,Construction & Energy,C450,922983.04
03/22/2020,Construction & Energy,C360,6537034.71
03/22/2020,Construction & Energy,C794,217908.85
03/22/2020,Construction & Energy,C460,878802.85
03/22/2020,Integrated Solutions,C200,0.00
03/22/2020,Power Systems,C625,16557.42
03/22/2020,Power Systems,C660,30098.48
03/22/2020,Hubbell Lighting,C510,13357281.80
03/22/2020,Power Systems,C615,143762.33
03/22/2020,Power Systems,C627,175318.68
03/22/2020,Hubbell Lighting,C550,811691.88
03/22/2020,Hubbell Lighting,C351,0.00
03/22/2020,Commercial & Industrial,C400,6264669.19
03/22/2020,Hubbell Lighting,C520,6036111.07
03/22/2020,Power Systems,C610,24511870.86
03/22/2020,Power Systems,C640,4379194.08
03/22/2020,Commercial & Industrial,C300,12323315.84
03/29/2020,Power Systems,C610,27547751.61
03/29/2020,Commercial & Industrial,C740,738707.13
03/29/2020,Hubbell Lighting,C520,5336248.10
03/29/2020,Construction & Energy,C366,1670482.40
03/29/2020,Commercial & Industrial,C300,10280453.08
03/29/2020,Power Systems,C615,9599.08
03/29/2020,Construction & Energy,C450,657324.82
03/29/2020,Construction & Energy,C794,280055.38
03/29/2020,Construction & Energy,C362,694827.56
03/29/2020,Commercial & Industrial,C710,16220.09
03/29/2020,Integrated Solutions,C200,0.00
03/29/2020,Construction & Energy,C400,1251991.26
03/29/2020,Hubbell Lighting,C550,472459.87
03/29/2020,Power Systems,C625,68158.29
03/29/2020,Construction & Energy,C370,5419788.75
03/29/2020,Commercial & Industrial,C750,550700.28
03/29/2020,Construction & Energy,C360,6088832.67
03/29/2020,Power Systems,C650,1142886.95
03/29/2020,Commercial & Industrial,C400,6870122.69
03/29/2020,Power Systems,C640,5589613.81
03/29/2020,Hubbell Lighting,C510,10133351.47
03/29/2020,Construction & Energy,C460,890528.62
03/29/2020,Power Systems,C660,193471.84
03/29/2020,Power Systems,C627,49158.47
03/29/2020,Construction & Energy,C351,1529342.90
03/29/2020,Construction & Energy,C720,1130309.56
03/29/2020,Hubbell Lighting,C351,0.00
04/05/2020,Power Systems,C640,3838230.65
04/05/2020,Power Systems,C660,108277.63
04/05/2020,Power Systems,C625,108394.83
04/05/2020,Construction & Energy,C351,1937662.27
04/05/2020,Integrated Solutions,C200,0.00
04/05/2020,Power Systems,C627,691480.75
04/05/2020,Power Systems,C615,11689.18
04/05/2020,Commercial & Industrial,C740,1311053.43
04/05/2020,Construction & Energy,C362,453883.84
04/05/2020,Construction & Energy,C360,5873697.71
04/05/2020,Power Systems,C610,28141048.71
04/05/2020,Construction & Energy,C366,1892475.92
04/05/2020,Construction & Energy,C794,351582.09
04/05/2020,Commercial & Industrial,C750,498686.63
04/05/2020,Construction & Energy,C370,1747259.96
04/05/2020,Hubbell Lighting,C510,12673689.07
04/05/2020,Construction & Energy,C460,1123314.44
04/05/2020,Hubbell Lighting,C520,4529413.23
04/05/2020,Commercial & Industrial,C710,203154.05
04/05/2020,Hubbell Lighting,C351,0.00
04/05/2020,Power Systems,C650,1482321.64
04/05/2020,Construction & Energy,C720,1414293.63
04/05/2020,Construction & Energy,C450,210350.42
04/05/2020,Commercial & Industrial,C300,8237690.28
04/05/2020,Commercial & Industrial,C400,4850279.98
04/05/2020,Construction & Energy,C400,1483492.43
04/05/2020,Hubbell Lighting,C550,839538.66
04/12/2020,Construction & Energy,C720,815518.16
04/12/2020,Commercial & Industrial,C400,5433862.73
04/12/2020,Construction & Energy,C351,977168.28
04/12/2020,Power Systems,C627,692889.71
04/12/2020,Hubbell Lighting,C351,0.00
04/12/2020,Commercial & Industrial,C750,413589.01
04/12/2020,Construction & Energy,C460,810021.37
04/12/2020,Power Systems,C640,4088098.96
04/12/2020,Construction & Energy,C794,294269.06
04/12/2020,Power Systems,C660,168579.56
04/12/2020,Power Systems,C650,526375.42
04/12/2020,Construction & Energy,C370,1140594.84
04/12/2020,Power Systems,C625,130645.93
04/12/2020,Integrated Solutions,C200,0.00
04/12/2020,Hubbell Lighting,C550,862950.31
04/12/2020,Construction & Energy,C400,1034732.55
04/12/2020,Construction & Energy,C366,1037262.75
04/12/2020,Power Systems,C610,19805010.74
04/12/2020,Commercial & Industrial,C300,7573252.43
04/12/2020,Construction & Energy,C360,5418863.75
04/12/2020,Hubbell Lighting,C520,5295067.17
04/12/2020,Commercial & Industrial,C740,700087.23
04/12/2020,Construction & Energy,C362,158935.89
04/12/2020,Commercial & Industrial,C710,46085.06
04/12/2020,Power Systems,C615,331090.82
04/12/2020,Hubbell Lighting,C510,8291586.42
04/12/2020,Construction & Energy,C450,1249141.45
04/19/2020,Commercial & Industrial,C400,5310297.51
04/19/2020,Commercial & Industrial,C710,71571.66
04/19/2020,Commercial & Industrial,C300,6885642.79
04/19/2020,Commercial & Industrial,C740,1217476.29
04/19/2020,Power Systems,C640,5492789.09
04/19/2020,Construction & Energy,C450,174156.27
04/19/2020,Hubbell Lighting,C351,9224.53
04/19/2020,Construction & Energy,C794,202953.51
04/19/2020,Hubbell Lighting,C520,5343701.05
04/19/2020,Construction & Energy,C720,369278.15
04/19/2020,Commercial & Industrial,C750,572684.35
04/19/2020,Construction & Energy,C460,72829.15
04/19/2020,Power Systems,C650,674627.25
04/19/2020,Hubbell Lighting,C550,601676.74
04/19/2020,Power Systems,C660,124459.42
04/19/2020,Integrated Solutions,C200,2923.32
04/19/2020,Power Systems,C610,19658794.56
04/19/2020,Hubbell Lighting,C510,11327003.37
04/19/2020,Construction & Energy,C362,343275.29
04/19/2020,Power Systems,C615,50301.67
04/19/2020,Construction & Energy,C351,1893922.46
04/19/2020,Construction & Energy,C370,1459953.59
04/19/2020,Construction & Energy,C366,914732.46
04/19/2020,Power Systems,C625,98843.91
04/19/2020,Construction & Energy,C400,1067888.05
04/19/2020,Construction & Energy,C360,5374413.98
04/19/2020,Power Systems,C627,1764350.57
04/26/2020,Hubbell Lighting,C510,12320901.98
04/26/2020,Power Systems,C627,273210.65
04/26/2020,Power Systems,C610,21893240.18
04/26/2020,Hubbell Lighting,C520,5707115.99
04/26/2020,Hubbell Lighting,C550,439908.76
04/26/2020,Power Systems,C615,0.00
04/26/2020,Commercial & Industrial,C300,8135550.83
04/26/2020,Power Systems,C625,52061.47
04/26/2020,Commercial & Industrial,C750,497973.87
04/26/2020,Construction & Energy,C460,346952.11
04/26/2020,Construction & Energy,C794,418562.84
04/26/2020,Construction & Energy,C720,594581.28
04/26/2020,Commercial & Industrial,C400,5687905.45
04/26/2020,Power Systems,C650,1273100.70
04/26/2020,Power Systems,C640,3387925.45
04/26/2020,Construction & Energy,C450,237881.69
04/26/2020,Construction & Energy,C400,853242.01
04/26/2020,Commercial & Industrial,C710,120595.49
04/26/2020,Construction & Energy,C370,734202.34
04/26/2020,Construction & Energy,C366,1079648.44
04/26/2020,Construction & Energy,C362,326851.75
04/26/2020,Construction & Energy,C360,5124574.98
04/26/2020,Commercial & Industrial,C740,652581.37
04/26/2020,Construction & Energy,C351,1303212.75
04/26/2020,Hubbell Lighting,C351,-9224.53
04/26/2020,Power Systems,C660,172893.79
